project_name,street_name,type,postal_district,market_segment,tenure,type_of_sale,no_of_units,price_in_sgd,nett_price,area_sqft,type_of_area,floor_level,unit_price_psf,date_of_sale
STIRLING RESIDENCES,STIRLING ROAD,Apartment,3,RCR,99 yrs lease commencing from 2017,New Sale,1,1279000,-,689,Strata,26 to 30,1857,Sep-18
PETAIN COURT,PETAIN ROAD,Apartment,8,RCR,Freehold,Resale,1,1728000,-,1313,Strata,01 to 05,1316,Sep-18
CITY REGENCY,ST. MICHAEL'S ROAD,Apartment,12,RCR,Freehold,Resale,1,653000,-,484,Strata,01 to 05,1348,Sep-18
KERRISDALE,STURDEE ROAD,Condominium,8,RCR,99 yrs lease commencing from 1998,Resale,1,1338000,-,1259,Strata,06 to 10,1062,Sep-18
MARGARET VILLE,MARGARET DRIVE,Apartment,3,RCR,99 yrs lease commencing from 2017,New Sale,1,1571100,-,915,Strata,01 to 05,1717,Sep-18
THE CREST,PRINCE CHARLES CRESCENT,Condominium,3,RCR,99 yrs lease commencing from 2012,Resale,1,2600000,-,1259,Strata,06 to 10,2064,Sep-18
STIRLING RESIDENCES,STIRLING ROAD,Apartment,3,RCR,99 yrs lease commencing from 2017,New Sale,1,1147000,-,657,Strata,11 to 15,1747,Sep-18
MOONSTONE RESIDENCES,MOONSTONE LANE,Apartment,12,RCR,Freehold,Resale,1,1150000,-,1044,Strata,16 to 20,1101,Sep-18
GEM RESIDENCES,LORONG 5 TOA PAYOH,Condominium,12,RCR,99 yrs lease commencing from 2015,New Sale,1,1788000,-,947,Strata,31 to 35,1888,Sep-18
STIRLING RESIDENCES,STIRLING ROAD,Apartment,3,RCR,99 yrs lease commencing from 2017,New Sale,1,1501000,-,883,Strata,21 to 25,1701,Sep-18
THE CREST,PRINCE CHARLES CRESCENT,Condominium,3,RCR,99 yrs lease commencing from 2012,Resale,1,2015000,-,969,Strata,21 to 25,2080,Sep-18
STIRLING RESIDENCES,STIRLING ROAD,Apartment,3,RCR,99 yrs lease commencing from 2017,New Sale,1,1649000,-,980,Strata,21 to 25,1683,Sep-18
MARGARET VILLE,MARGARET DRIVE,Apartment,3,RCR,99 yrs lease commencing from 2017,New Sale,1,1232676,-,657,Strata,21 to 25,1877,Sep-18
CITY SQUARE RESIDENCES,KITCHENER LINK,Condominium,8,RCR,Freehold,Resale,1,2300000,-,1518,Strata,26 to 30,1515,Aug-18
THE CREST,PRINCE CHARLES CRESCENT,Condominium,3,RCR,99 yrs lease commencing from 2012,Resale,1,2480000,-,1206,Strata,06 to 10,2057,Aug-18
CITYLIGHTS,JELLICOE ROAD,Condominium,8,RCR,99 yrs lease commencing from 2004,Resale,1,1950000,-,1432,Strata,16 to 20,1362,Aug-18
STIRLING RESIDENCES,STIRLING ROAD,Apartment,3,RCR,99 yrs lease commencing from 2017,New Sale,1,1483000,-,883,Strata,16 to 20,1680,Aug-18
TANGLIN VIEW,PRINCE CHARLES CRESCENT,Condominium,3,RCR,99 yrs lease commencing from 1997,Resale,1,1610000,-,1249,Strata,01 to 05,1289,Aug-18
STIRLING RESIDENCES,STIRLING ROAD,Apartment,3,RCR,99 yrs lease commencing from 2017,New Sale,1,1455000,-,883,Strata,11 to 15,1648,Aug-18
GEM RESIDENCES,LORONG 5 TOA PAYOH,Condominium,12,RCR,99 yrs lease commencing from 2015,New Sale,1,1974060,-,1313,Strata,11 to 15,1503,Aug-18
TREVISTA,LORONG 3 TOA PAYOH,Condominium,12,RCR,99 yrs lease commencing from 2008,Resale,1,2050000,-,1561,Strata,31 to 35,1313,Aug-18
STIRLING RESIDENCES,STIRLING ROAD,Apartment,3,RCR,99 yrs lease commencing from 2017,New Sale,1,1177000,-,689,Strata,06 to 10,1709,Aug-18
THE CREST,PRINCE CHARLES CRESCENT,Condominium,3,RCR,99 yrs lease commencing from 2012,Resale,1,1872000,-,915,Strata,21 to 25,2046,Aug-18
CRADELS,LORONG LIMAU,Apartment,12,RCR,Freehold,Resale,1,708000,-,441,Strata,11 to 15,1604,Aug-18
STIRLING RESIDENCES,STIRLING ROAD,Apartment,3,RCR,99 yrs lease commencing from 2017,New Sale,1,981000,-,441,Strata,36 to 40,2223,Aug-18
MARGARET VILLE,MARGARET DRIVE,Apartment,3,RCR,99 yrs lease commencing from 2017,New Sale,1,1180000,-,657,Strata,11 to 15,1797,Aug-18
STIRLING RESIDENCES,STIRLING ROAD,Apartment,3,RCR,99 yrs lease commencing from 2017,New Sale,1,1104000,-,624,Strata,11 to 15,1768,Aug-18
TOPAZ MANSIONS,TOPAZ ROAD,Apartment,12,RCR,Freehold,Resale,1,1230000,-,1238,Strata,01 to 05,994,Aug-18
STIRLING RESIDENCES,STIRLING ROAD,Apartment,3,RCR,99 yrs lease commencing from 2017,New Sale,1,964000,-,506,Strata,21 to 25,1905,Aug-18
STIRLING RESIDENCES,STIRLING ROAD,Apartment,3,RCR,99 yrs lease commencing from 2017,New Sale,1,1065000,-,624,Strata,01 to 05,1706,Aug-18
MARGARET VILLE,MARGARET DRIVE,Apartment,3,RCR,99 yrs lease commencing from 2017,New Sale,1,980400,-,527,Strata,01 to 05,1859,Aug-18
STIRLING RESIDENCES,STIRLING ROAD,Apartment,3,RCR,99 yrs lease commencing from 2017,New Sale,1,1140000,-,657,Strata,06 to 10,1736,Aug-18
STIRLING RESIDENCES,STIRLING ROAD,Apartment,3,RCR,99 yrs lease commencing from 2017,New Sale,1,1160000,-,689,Strata,01 to 05,1684,Aug-18
GEM RESIDENCES,LORONG 5 TOA PAYOH,Condominium,12,RCR,99 yrs lease commencing from 2015,New Sale,1,2188000,-,1313,Strata,31 to 35,1666,Aug-18
ASCENTIA SKY,ALEXANDRA VIEW,Condominium,3,RCR,99 yrs lease commencing from 2008,Resale,1,2030000,-,1475,Strata,41 to 45,1377,Aug-18
CITYLIGHTS,JELLICOE ROAD,Condominium,8,RCR,99 yrs lease commencing from 2004,Resale,1,1465000,-,947,Strata,16 to 20,1547,Aug-18
QUEENSWAY TOWER,QUEENSWAY,Apartment,3,RCR,Freehold,Resale,1,1400000,-,1658,Strata,06 to 10,845,Aug-18
THE VERVE,JALAN RAJAH,Apartment,12,RCR,Freehold,Resale,1,973000,-,797,Strata,11 to 15,1222,Aug-18
STIRLING RESIDENCES,STIRLING ROAD,Apartment,3,RCR,99 yrs lease commencing from 2017,New Sale,1,1151000,-,624,Strata,21 to 25,1844,Aug-18
MARGARET VILLE,MARGARET DRIVE,Apartment,3,RCR,99 yrs lease commencing from 2017,New Sale,1,1128000,-,657,Strata,01 to 05,1718,Aug-18
REGENCY SUITES,KIM TIAN ROAD,Apartment,3,RCR,Freehold,Resale,1,1720000,-,980,Strata,21 to 25,1756,Aug-18
CASA FORTUNA,AH HOOD ROAD,Apartment,12,RCR,Freehold,Resale,1,1370000,-,1076,Strata,11 to 15,1273,Aug-18
RITZ @ FARRER,RACE COURSE ROAD,Apartment,8,RCR,Freehold,Resale,1,1200000,-,764,Strata,01 to 05,1570,Aug-18
VISTA RESIDENCES,JALAN DATOH,Condominium,12,RCR,Freehold,Resale,1,1750000,-,1206,Strata,01 to 05,1452,Aug-18
CASA FORTUNA,AH HOOD ROAD,Apartment,12,RCR,Freehold,Resale,1,1250000,-,926,Strata,06 to 10,1350,Aug-18
QUEENS PEAK,DUNDEE ROAD,Condominium,3,RCR,99 yrs lease commencing from 2015,New Sale,1,2577000,-,1507,Strata,36 to 40,1710,Aug-18
MARGARET VILLE,MARGARET DRIVE,Apartment,3,RCR,99 yrs lease commencing from 2017,New Sale,1,1130000,-,657,Strata,01 to 05,1721,Aug-18
THE CREST,PRINCE CHARLES CRESCENT,Condominium,3,RCR,99 yrs lease commencing from 2012,Resale,1,2425000,-,1227,Strata,11 to 15,1976,Aug-18
ALEXIS,ALEXANDRA ROAD,Apartment,3,RCR,Freehold,Resale,1,1100000,-,829,Strata,06 to 10,1327,Aug-18
THE CREST,PRINCE CHARLES CRESCENT,Condominium,3,RCR,99 yrs lease commencing from 2012,Resale,1,1744380,-,840,Strata,06 to 10,2078,Aug-18
STIRLING RESIDENCES,STIRLING ROAD,Apartment,3,RCR,99 yrs lease commencing from 2017,New Sale,1,952000,-,506,Strata,16 to 20,1882,Aug-18
THE CREST,PRINCE CHARLES CRESCENT,Condominium,3,RCR,99 yrs lease commencing from 2012,Resale,1,2520000,-,1216,Strata,06 to 10,2072,Aug-18
STIRLING RESIDENCES,STIRLING ROAD,Apartment,3,RCR,99 yrs lease commencing from 2017,New Sale,1,2362140,-,1346,Strata,36 to 40,1756,Aug-18
STIRLING RESIDENCES,STIRLING ROAD,Apartment,3,RCR,99 yrs lease commencing from 2017,New Sale,1,1193000,-,689,Strata,06 to 10,1732,Aug-18
THE CREST,PRINCE CHARLES CRESCENT,Condominium,3,RCR,99 yrs lease commencing from 2012,Resale,1,2834000,-,1572,Strata,01 to 05,1803,Aug-18
VISTA RESIDENCES,JALAN DATOH,Condominium,12,RCR,Freehold,Resale,1,1850000,-,1195,Strata,16 to 20,1548,Aug-18
THE MEZZO,BALESTIER ROAD,Apartment,12,RCR,Freehold,Resale,1,1200000,-,840,Strata,26 to 30,1429,Aug-18
8 RAJA,JALAN RAJA UDANG,Apartment,12,RCR,Freehold,Resale,1,2500000,-,2024,Strata,06 to 10,1235,Aug-18
THE MERLOT,KENG LEE ROAD,Apartment,8,RCR,Freehold,Resale,1,1050000,-,883,Strata,11 to 15,1190,Aug-18
THE METROPOLITAN CONDOMINIUM,ALEXANDRA VIEW,Condominium,3,RCR,99 yrs lease commencing from 2006,Resale,1,1100000,-,775,Strata,21 to 25,1419,Aug-18
STIRLING RESIDENCES,STIRLING ROAD,Apartment,3,RCR,99 yrs lease commencing from 2017,New Sale,1,1389000,-,883,Strata,01 to 05,1574,Aug-18
STIRLING RESIDENCES,STIRLING ROAD,Apartment,3,RCR,99 yrs lease commencing from 2017,New Sale,1,1266000,-,689,Strata,26 to 30,1838,Aug-18
STIRLING RESIDENCES,STIRLING ROAD,Apartment,3,RCR,99 yrs lease commencing from 2017,New Sale,1,1443000,-,883,Strata,11 to 15,1635,Aug-18
STIRLING RESIDENCES,STIRLING ROAD,Apartment,3,RCR,99 yrs lease commencing from 2017,New Sale,1,1347000,-,764,Strata,21 to 25,1763,Aug-18
TREVISTA,LORONG 3 TOA PAYOH,Condominium,12,RCR,99 yrs lease commencing from 2008,Resale,1,2400000,-,1819,Strata,36 to 40,1319,Aug-18
8 RAJA,JALAN RAJA UDANG,Apartment,12,RCR,Freehold,Resale,1,2480000,-,2024,Strata,06 to 10,1226,Aug-18
THE METROPOLITAN CONDOMINIUM,ALEXANDRA VIEW,Condominium,3,RCR,99 yrs lease commencing from 2006,Resale,1,2000000,-,1399,Strata,11 to 15,1429,Aug-18
STIRLING RESIDENCES,STIRLING ROAD,Apartment,3,RCR,99 yrs lease commencing from 2017,New Sale,1,1397000,-,678,Strata,31 to 35,2060,Aug-18
ALEXIS,ALEXANDRA ROAD,Apartment,3,RCR,Freehold,Resale,1,970000,-,592,Strata,01 to 05,1638,Aug-18
PRESTIGE HEIGHTS,BALESTIER ROAD,Apartment,12,RCR,Freehold,Resale,1,600000,-,344,Strata,11 to 15,1742,Aug-18
VETRO,MAR THOMA ROAD,Apartment,12,RCR,999 yrs lease commencing from 1882,Resale,1,585000,-,474,Strata,16 to 20,1235,Aug-18
STIRLING RESIDENCES,STIRLING ROAD,Apartment,3,RCR,99 yrs lease commencing from 2017,New Sale,1,1279000,-,689,Strata,26 to 30,1857,Aug-18
TREVISTA,LORONG 3 TOA PAYOH,Condominium,12,RCR,99 yrs lease commencing from 2008,Resale,1,1500000,-,1119,Strata,01 to 05,1340,Aug-18
STIRLING RESIDENCES,STIRLING ROAD,Apartment,3,RCR,99 yrs lease commencing from 2017,New Sale,1,1539000,-,980,Strata,01 to 05,1571,Aug-18
OLEANDER TOWERS,LORONG 1 TOA PAYOH,Apartment,12,RCR,99 yrs lease commencing from 1995,Resale,1,1325000,-,1141,Strata,16 to 20,1161,Aug-18
ARTRA,ALEXANDRA VIEW,Apartment,3,RCR,99 yrs lease commencing from 2016,New Sale,1,1717500,-,829,Strata,36 to 40,2072,Aug-18
STIRLING RESIDENCES,STIRLING ROAD,Apartment,3,RCR,99 yrs lease commencing from 2017,New Sale,1,1853000,-,1055,Strata,31 to 35,1757,Aug-18
TRELLIS TOWERS,LORONG 1 TOA PAYOH,Condominium,12,RCR,Freehold,Resale,1,1850000,-,1485,Strata,06 to 10,1245,Aug-18
STIRLING RESIDENCES,STIRLING ROAD,Apartment,3,RCR,99 yrs lease commencing from 2017,New Sale,1,1423000,-,678,Strata,36 to 40,2098,Aug-18
STIRLING RESIDENCES,STIRLING ROAD,Apartment,3,RCR,99 yrs lease commencing from 2017,New Sale,1,1238000,-,689,Strata,16 to 20,1797,Aug-18
THE MEZZO,BALESTIER ROAD,Apartment,12,RCR,Freehold,Resale,1,780000,-,560,Strata,26 to 30,1394,Aug-18
STIRLING RESIDENCES,STIRLING ROAD,Apartment,3,RCR,99 yrs lease commencing from 2017,New Sale,1,1262000,-,689,Strata,26 to 30,1832,Aug-18
STIRLING RESIDENCES,STIRLING ROAD,Apartment,3,RCR,99 yrs lease commencing from 2017,New Sale,1,1918000,-,1055,Strata,26 to 30,1818,Aug-18
STIRLING RESIDENCES,STIRLING ROAD,Apartment,3,RCR,99 yrs lease commencing from 2017,New Sale,1,1164000,-,689,Strata,01 to 05,1690,Aug-18
STIRLING RESIDENCES,STIRLING ROAD,Apartment,3,RCR,99 yrs lease commencing from 2017,New Sale,1,1592000,-,980,Strata,11 to 15,1625,Aug-18
PRISTINE HEIGHTS,MERGUI ROAD,Apartment,8,RCR,Freehold,Resale,1,1700000,-,1356,Strata,11 to 15,1253,Aug-18
STIRLING RESIDENCES,STIRLING ROAD,Apartment,3,RCR,99 yrs lease commencing from 2017,New Sale,1,1537000,-,883,Strata,26 to 30,1741,Aug-18
RIVIERA 38,MAR THOMA ROAD,Apartment,12,RCR,999 yrs lease commencing from 1882,Resale,1,650000,-,452,Strata,16 to 20,1438,Aug-18
STIRLING RESIDENCES,STIRLING ROAD,Apartment,3,RCR,99 yrs lease commencing from 2017,New Sale,1,1132000,-,657,Strata,06 to 10,1724,Aug-18
STIRLING RESIDENCES,STIRLING ROAD,Apartment,3,RCR,99 yrs lease commencing from 2017,New Sale,1,1654000,-,1055,Strata,06 to 10,1568,Aug-18
STIRLING RESIDENCES,STIRLING ROAD,Apartment,3,RCR,99 yrs lease commencing from 2017,New Sale,1,1246000,-,689,Strata,21 to 25,1809,Aug-18
STIRLING RESIDENCES,STIRLING ROAD,Apartment,3,RCR,99 yrs lease commencing from 2017,New Sale,1,915000,-,506,Strata,11 to 15,1809,Aug-18
STURDEE RESIDENCES,BEATTY ROAD,Condominium,8,RCR,99 yrs lease commencing from 2015,New Sale,1,1534000,-,947,Strata,21 to 25,1619,Aug-18
STIRLING RESIDENCES,STIRLING ROAD,Apartment,3,RCR,99 yrs lease commencing from 2017,New Sale,1,1448000,-,786,Strata,21 to 25,1843,Aug-18
STIRLING RESIDENCES,STIRLING ROAD,Apartment,3,RCR,99 yrs lease commencing from 2017,New Sale,1,1112000,-,657,Strata,01 to 05,1694,Aug-18
STIRLING RESIDENCES,STIRLING ROAD,Apartment,3,RCR,99 yrs lease commencing from 2017,New Sale,1,1320000,-,764,Strata,21 to 25,1727,Aug-18
IRESIDENCES,IRRAWADDY ROAD,Apartment,12,RCR,Freehold,Resale,1,1808000,-,1346,Strata,11 to 15,1344,Aug-18
THE VERVE,JALAN RAJAH,Apartment,12,RCR,Freehold,Resale,1,900000,-,797,Strata,01 to 05,1130,Aug-18
THE CREST,PRINCE CHARLES CRESCENT,Condominium,3,RCR,99 yrs lease commencing from 2012,Resale,1,1806000,-,883,Strata,11 to 15,2046,Aug-18
GEM RESIDENCES,LORONG 5 TOA PAYOH,Condominium,12,RCR,99 yrs lease commencing from 2015,New Sale,1,1948320,-,1249,Strata,11 to 15,1560,Aug-18
EIGHT RIVERSUITES,WHAMPOA EAST,Condominium,12,RCR,99 yrs lease commencing from 2011,Resale,1,1020000,-,700,Strata,06 to 10,1458,Aug-18
THE CREST,PRINCE CHARLES CRESCENT,Condominium,3,RCR,99 yrs lease commencing from 2012,Resale,1,2886000,-,1561,Strata,16 to 20,1849,Aug-18
STIRLING RESIDENCES,STIRLING ROAD,Apartment,3,RCR,99 yrs lease commencing from 2017,New Sale,1,1079000,-,635,Strata,06 to 10,1699,Aug-18
STIRLING RESIDENCES,STIRLING ROAD,Apartment,3,RCR,99 yrs lease commencing from 2017,New Sale,1,1288000,-,678,Strata,16 to 20,1899,Aug-18
ASCENTIA SKY,ALEXANDRA VIEW,Condominium,3,RCR,99 yrs lease commencing from 2008,Resale,1,1538000,-,1012,Strata,26 to 30,1520,Aug-18
EIGHT RIVERSUITES,WHAMPOA EAST,Condominium,12,RCR,99 yrs lease commencing from 2011,Resale,1,738888,-,441,Strata,11 to 15,1674,Aug-18
TRELLIS TOWERS,LORONG 1 TOA PAYOH,Condominium,12,RCR,Freehold,Resale,1,1950000,-,1485,Strata,11 to 15,1313,Aug-18
STIRLING RESIDENCES,STIRLING ROAD,Apartment,3,RCR,99 yrs lease commencing from 2017,New Sale,1,1285000,-,689,Strata,26 to 30,1865,Aug-18
STIRLING RESIDENCES,STIRLING ROAD,Apartment,3,RCR,99 yrs lease commencing from 2017,New Sale,1,1098000,-,635,Strata,11 to 15,1729,Aug-18
STIRLING RESIDENCES,STIRLING ROAD,Apartment,3,RCR,99 yrs lease commencing from 2017,New Sale,1,971000,-,506,Strata,16 to 20,1919,Aug-18
STIRLING RESIDENCES,STIRLING ROAD,Apartment,3,RCR,99 yrs lease commencing from 2017,New Sale,1,1513000,-,883,Strata,21 to 25,1714,Aug-18
STIRLING RESIDENCES,STIRLING ROAD,Apartment,3,RCR,99 yrs lease commencing from 2017,New Sale,1,1610000,-,980,Strata,16 to 20,1644,Aug-18
PARC HAVEN,LORONG LIMAU,Apartment,12,RCR,Freehold,Resale,1,910000,-,904,Strata,01 to 05,1006,Aug-18
STIRLING RESIDENCES,STIRLING ROAD,Apartment,3,RCR,99 yrs lease commencing from 2017,New Sale,1,928000,-,506,Strata,16 to 20,1834,Aug-18
MARGARET VILLE,MARGARET DRIVE,Apartment,3,RCR,99 yrs lease commencing from 2017,New Sale,1,1112400,-,527,Strata,26 to 30,2109,Aug-18
STIRLING RESIDENCES,STIRLING ROAD,Apartment,3,RCR,99 yrs lease commencing from 2017,New Sale,1,1507000,-,883,Strata,21 to 25,1707,Aug-18
STIRLING RESIDENCES,STIRLING ROAD,Apartment,3,RCR,99 yrs lease commencing from 2017,New Sale,1,1218000,-,689,Strata,16 to 20,1768,Aug-18
VISTA RESIDENCES,JALAN DATOH,Condominium,12,RCR,Freehold,Resale,1,1810000,-,1152,Strata,21 to 25,1572,Aug-18
MERAPRIME,JALAN BUKIT HO SWEE,Condominium,3,RCR,99 yrs lease commencing from 2003,Resale,1,1218000,-,840,Strata,06 to 10,1451,Aug-18
STIRLING RESIDENCES,STIRLING ROAD,Apartment,3,RCR,99 yrs lease commencing from 2017,New Sale,1,1209000,-,689,Strata,11 to 15,1755,Aug-18
STIRLING RESIDENCES,STIRLING ROAD,Apartment,3,RCR,99 yrs lease commencing from 2017,New Sale,1,934000,-,441,Strata,26 to 30,2116,Aug-18
THE VIRIDIAN,JALAN AMPAS,Apartment,12,RCR,Freehold,Resale,1,760000,-,506,Strata,06 to 10,1502,Aug-18
STIRLING RESIDENCES,STIRLING ROAD,Apartment,3,RCR,99 yrs lease commencing from 2017,New Sale,1,1293000,-,764,Strata,16 to 20,1692,Aug-18
TREVISTA,LORONG 3 TOA PAYOH,Condominium,12,RCR,99 yrs lease commencing from 2008,Resale,1,1180000,-,915,Strata,01 to 05,1290,Aug-18
QUEENS PEAK,DUNDEE ROAD,Condominium,3,RCR,99 yrs lease commencing from 2015,New Sale,1,2438000,-,1507,Strata,31 to 35,1618,Aug-18
CITY SQUARE RESIDENCES,KITCHENER LINK,Condominium,8,RCR,Freehold,Resale,1,1900000,-,1216,Strata,26 to 30,1562,Aug-18
THE CREST,PRINCE CHARLES CRESCENT,Condominium,3,RCR,99 yrs lease commencing from 2012,Resale,1,1660000,-,797,Strata,06 to 10,2084,Aug-18
STIRLING RESIDENCES,STIRLING ROAD,Apartment,3,RCR,99 yrs lease commencing from 2017,New Sale,1,1218000,-,689,Strata,16 to 20,1768,Aug-18
STIRLING RESIDENCES,STIRLING ROAD,Apartment,3,RCR,99 yrs lease commencing from 2017,New Sale,1,1452000,-,678,Strata,31 to 35,2141,Aug-18
QUEENS,STIRLING ROAD,Condominium,3,RCR,99 yrs lease commencing from 1998,Resale,1,1468000,-,1184,Strata,06 to 10,1240,Aug-18
STIRLING RESIDENCES,STIRLING ROAD,Apartment,3,RCR,99 yrs lease commencing from 2017,New Sale,1,1222000,-,678,Strata,01 to 05,1802,Aug-18
STIRLING RESIDENCES,STIRLING ROAD,Apartment,3,RCR,99 yrs lease commencing from 2017,New Sale,1,1185000,-,689,Strata,06 to 10,1720,Aug-18
STIRLING RESIDENCES,STIRLING ROAD,Apartment,3,RCR,99 yrs lease commencing from 2017,New Sale,1,1124000,-,657,Strata,01 to 05,1712,Jul-18
TREVISTA,LORONG 3 TOA PAYOH,Condominium,12,RCR,99 yrs lease commencing from 2008,Resale,1,1720000,-,1270,Strata,06 to 10,1354,Jul-18
COMMONWEALTH TOWERS,COMMONWEALTH AVENUE,Condominium,3,RCR,99 yrs lease commencing from 2013,Sub Sale,1,1338000,-,689,Strata,21 to 25,1942,Jul-18
STIRLING RESIDENCES,STIRLING ROAD,Apartment,3,RCR,99 yrs lease commencing from 2017,New Sale,1,1878000,-,1055,Strata,36 to 40,1780,Jul-18
STIRLING RESIDENCES,STIRLING ROAD,Apartment,3,RCR,99 yrs lease commencing from 2017,New Sale,1,1100000,-,624,Strata,11 to 15,1762,Jul-18
THE CREST,PRINCE CHARLES CRESCENT,Condominium,3,RCR,99 yrs lease commencing from 2012,Resale,1,1834000,-,872,Strata,11 to 15,2103,Jul-18
THE CREST,PRINCE CHARLES CRESCENT,Condominium,3,RCR,99 yrs lease commencing from 2012,Resale,1,2108000,-,1001,Strata,21 to 25,2106,Jul-18
PUBLIC MANSION,BALESTIER ROAD,Apartment,12,RCR,Freehold,Resale,1,1680000,-,1884,Strata,06 to 10,892,Jul-18
STIRLING RESIDENCES,STIRLING ROAD,Apartment,3,RCR,99 yrs lease commencing from 2017,New Sale,1,1239000,-,764,Strata,01 to 05,1621,Jul-18
STIRLING RESIDENCES,STIRLING ROAD,Apartment,3,RCR,99 yrs lease commencing from 2017,New Sale,1,1261000,-,678,Strata,11 to 15,1860,Jul-18
STIRLING RESIDENCES,STIRLING ROAD,Apartment,3,RCR,99 yrs lease commencing from 2017,New Sale,1,1132000,-,624,Strata,16 to 20,1813,Jul-18
STIRLING RESIDENCES,STIRLING ROAD,Apartment,3,RCR,99 yrs lease commencing from 2017,New Sale,1,1116000,-,657,Strata,01 to 05,1700,Jul-18
MARGARET VILLE,MARGARET DRIVE,Apartment,3,RCR,99 yrs lease commencing from 2017,New Sale,1,931000,-,463,Strata,16 to 20,2011,Jul-18
STIRLING RESIDENCES,STIRLING ROAD,Apartment,3,RCR,99 yrs lease commencing from 2017,New Sale,1,898000,-,506,Strata,06 to 10,1775,Jul-18
STIRLING RESIDENCES,STIRLING ROAD,Apartment,3,RCR,99 yrs lease commencing from 2017,New Sale,1,1136000,-,624,Strata,21 to 25,1820,Jul-18
STIRLING RESIDENCES,STIRLING ROAD,Apartment,3,RCR,99 yrs lease commencing from 2017,New Sale,1,1242000,-,689,Strata,21 to 25,1803,Jul-18
ARTRA,ALEXANDRA VIEW,Apartment,3,RCR,99 yrs lease commencing from 2016,New Sale,1,2237400,-,1227,Strata,31 to 35,1823,Jul-18
STIRLING RESIDENCES,STIRLING ROAD,Apartment,3,RCR,99 yrs lease commencing from 2017,New Sale,1,2283000,-,1346,Strata,11 to 15,1697,Jul-18
TANGLIN VIEW,PRINCE CHARLES CRESCENT,Condominium,3,RCR,99 yrs lease commencing from 1997,Resale,1,1555000,-,1141,Strata,11 to 15,1363,Jul-18
THE ANCHORAGE,ALEXANDRA ROAD,Condominium,3,RCR,Freehold,Resale,1,3150000,-,2088,Strata,11 to 15,1508,Jul-18
THE BELLEFORTE,AH HOOD ROAD,Apartment,12,RCR,Freehold,Resale,1,1310000,-,1023,Strata,06 to 10,1281,Jul-18
SKYSUITES17,JALAN RAJAH,Apartment,12,RCR,Freehold,Resale,1,1550000,-,1066,Strata,26 to 30,1455,Jul-18
STIRLING RESIDENCES,STIRLING ROAD,Apartment,3,RCR,99 yrs lease commencing from 2017,New Sale,1,2325000,-,1346,Strata,16 to 20,1728,Jul-18
CITYLIGHTS,JELLICOE ROAD,Condominium,8,RCR,99 yrs lease commencing from 2004,Resale,1,1050000,-,570,Strata,31 to 35,1841,Jul-18
STIRLING RESIDENCES,STIRLING ROAD,Apartment,3,RCR,99 yrs lease commencing from 2017,New Sale,1,994000,-,506,Strata,21 to 25,1965,Jul-18
THE CREST,PRINCE CHARLES CRESCENT,Condominium,3,RCR,99 yrs lease commencing from 2012,Resale,1,2478000,-,1216,Strata,06 to 10,2037,Jul-18
STIRLING RESIDENCES,STIRLING ROAD,Apartment,3,RCR,99 yrs lease commencing from 2017,New Sale,1,1222000,-,689,Strata,16 to 20,1774,Jul-18
KERRISDALE,STURDEE ROAD,Condominium,8,RCR,99 yrs lease commencing from 1998,Resale,1,1650000,-,1485,Strata,26 to 30,1111,Jul-18
THE ARTE,JALAN RAJA UDANG,Condominium,12,RCR,Freehold,Resale,1,1480000,-,1055,Strata,16 to 20,1403,Jul-18
EMERALD PARK,INDUS ROAD,Condominium,3,RCR,99 yrs lease commencing from 1991,Resale,1,1110000,-,947,Strata,06 to 10,1172,Jul-18
STIRLING RESIDENCES,STIRLING ROAD,Apartment,3,RCR,99 yrs lease commencing from 2017,New Sale,1,1238000,-,635,Strata,06 to 10,1949,Jul-18
PRESTIGE HEIGHTS,BALESTIER ROAD,Apartment,12,RCR,Freehold,Resale,1,850000,-,581,Strata,06 to 10,1462,Jul-18
STIRLING RESIDENCES,STIRLING ROAD,Apartment,3,RCR,99 yrs lease commencing from 2017,New Sale,1,1250000,-,764,Strata,06 to 10,1636,Jul-18
THE CREST,PRINCE CHARLES CRESCENT,Condominium,3,RCR,99 yrs lease commencing from 2012,Resale,1,2299770,-,1184,Strata,06 to 10,1942,Jul-18
EIGHT RIVERSUITES,WHAMPOA EAST,Condominium,12,RCR,99 yrs lease commencing from 2011,Resale,1,760000,-,441,Strata,21 to 25,1722,Jul-18
THE CREST,PRINCE CHARLES CRESCENT,Condominium,3,RCR,99 yrs lease commencing from 2012,Resale,1,2313630,-,1184,Strata,06 to 10,1954,Jul-18
THE CREST,PRINCE CHARLES CRESCENT,Condominium,3,RCR,99 yrs lease commencing from 2012,Resale,1,3737000,-,1722,Strata,01 to 05,2170,Jul-18
THE CREST,PRINCE CHARLES CRESCENT,Condominium,3,RCR,99 yrs lease commencing from 2012,Resale,1,2308680,-,1184,Strata,06 to 10,1950,Jul-18
AVA TOWERS,AVA ROAD,Apartment,12,RCR,Freehold,Resale,1,1350000,-,1281,Strata,11 to 15,1054,Jul-18
STIRLING RESIDENCES,STIRLING ROAD,Apartment,3,RCR,99 yrs lease commencing from 2017,New Sale,1,1521000,-,980,Strata,01 to 05,1553,Jul-18
OKIO,BALESTIER ROAD,Apartment,12,RCR,Freehold,Resale,1,820000,-,570,Strata,06 to 10,1437,Jul-18
