project_name,street_name,type,postal_district,market_segment,tenure,type_of_sale,no_of_units,price_in_sgd,nett_price,area_sqft,type_of_area,floor_level,unit_price_psf,date_of_sale
COMMONWEALTH TOWERS,COMMONWEALTH AVENUE,Condominium,3,RCR,99 yrs lease commencing from 2013,New Sale,1,848000,-,463,Strata,31 to 35,1832,Mar-17
THE CREST,PRINCE CHARLES CRESCENT,Condominium,3,RCR,99 yrs lease commencing from 2012,New Sale,1,1529000,-,893,Strata,21 to 25,1711,Mar-17
STURDEE RESIDENCES,BEATTY ROAD,Condominium,8,RCR,99 yrs lease commencing from 2015,New Sale,1,1623168,-,1044,Strata,21 to 25,1555,Mar-17
HIGHLINE RESIDENCES,KIM TIAN ROAD,Condominium,3,RCR,99 yrs lease commencing from 2013,New Sale,1,1385900,-,700,Strata,26 to 30,1981,Mar-17
THE CREST,PRINCE CHARLES CRESCENT,Condominium,3,RCR,99 yrs lease commencing from 2012,New Sale,1,1530000,-,904,Strata,11 to 15,1692,Mar-17
PRINCIPAL GARDEN,PRINCE CHARLES CRESCENT,Condominium,3,RCR,99 yrs lease commencing from 2014,New Sale,1,1266000,1261000,786,Strata,06 to 10,1605,Mar-17
GEM RESIDENCES,LORONG 5 TOA PAYOH,Condominium,12,RCR,99 yrs lease commencing from 2015,New Sale,1,756000,-,484,Strata,01 to 05,1561,Mar-17
HIGHLINE RESIDENCES,KIM TIAN ROAD,Condominium,3,RCR,99 yrs lease commencing from 2013,New Sale,1,1626700,-,883,Strata,16 to 20,1843,Mar-17
GEM RESIDENCES,LORONG 5 TOA PAYOH,Condominium,12,RCR,99 yrs lease commencing from 2015,New Sale,1,1785000,-,1313,Strata,01 to 05,1359,Mar-17
STURDEE RESIDENCES,BEATTY ROAD,Condominium,8,RCR,99 yrs lease commencing from 2015,New Sale,1,1381800,-,947,Strata,11 to 15,1459,Mar-17
REGENT RESIDENCES,SERANGOON ROAD,Apartment,12,RCR,Freehold,Resale,1,700000,-,409,Strata,11 to 15,1711,Mar-17
ALEX RESIDENCES,ALEXANDRA VIEW,Apartment,3,RCR,99 yrs lease commencing from 2013,New Sale,1,1689500,-,926,Strata,26 to 30,1825,Mar-17
HIGHLINE RESIDENCES,KIM TIAN ROAD,Condominium,3,RCR,99 yrs lease commencing from 2013,New Sale,1,1596000,-,915,Strata,16 to 20,1744,Mar-17
QUEENS PEAK,DUNDEE ROAD,Condominium,3,RCR,99 yrs lease commencing from 2015,New Sale,1,763000,-,441,Strata,16 to 20,1729,Mar-17
COMMONWEALTH TOWERS,COMMONWEALTH AVENUE,Condominium,3,RCR,99 yrs lease commencing from 2013,New Sale,1,1395200,-,904,Strata,06 to 10,1543,Mar-17
PRINCIPAL GARDEN,PRINCE CHARLES CRESCENT,Condominium,3,RCR,99 yrs lease commencing from 2014,New Sale,1,794000,-,484,Strata,11 to 15,1639,Mar-17
CITYSCAPE @FARRER PARK,MERGUI ROAD,Condominium,8,RCR,Freehold,Resale,1,1581700,-,1163,Strata,16 to 20,1361,Mar-17
GEM RESIDENCES,LORONG 5 TOA PAYOH,Condominium,12,RCR,99 yrs lease commencing from 2015,New Sale,1,1081000,-,678,Strata,21 to 25,1594,Mar-17
COMMONWEALTH TOWERS,COMMONWEALTH AVENUE,Condominium,3,RCR,99 yrs lease commencing from 2013,New Sale,1,1493900,-,904,Strata,31 to 35,1652,Mar-17
BEACON HEIGHTS,MAR THOMA ROAD,Condominium,12,RCR,999 yrs lease commencing from 1882,Resale,1,950000,-,926,Strata,21 to 25,1026,Mar-17
RIVER PLACE,HAVELOCK ROAD,Condominium,3,RCR,99 yrs lease commencing from 1995,Resale,1,990000,-,786,Strata,01 to 05,1260,Mar-17
COMMONWEALTH TOWERS,COMMONWEALTH AVENUE,Condominium,3,RCR,99 yrs lease commencing from 2013,New Sale,1,1537100,-,904,Strata,31 to 35,1700,Mar-17
THE MEZZO,BALESTIER ROAD,Apartment,12,RCR,Freehold,Resale,1,990000,-,840,Strata,11 to 15,1179,Mar-17
CASA FORTUNA,AH HOOD ROAD,Apartment,12,RCR,Freehold,Resale,1,1100000,-,1044,Strata,16 to 20,1054,Mar-17
PRINCIPAL GARDEN,PRINCE CHARLES CRESCENT,Condominium,3,RCR,99 yrs lease commencing from 2014,New Sale,1,1345000,-,797,Strata,16 to 20,1689,Mar-17
HIGHLINE RESIDENCES,KIM TIAN ROAD,Condominium,3,RCR,99 yrs lease commencing from 2013,New Sale,1,2288300,-,1292,Strata,11 to 15,1772,Mar-17
TRELLIS TOWERS,LORONG 1 TOA PAYOH,Condominium,12,RCR,Freehold,Resale,1,1010000,-,710,Strata,06 to 10,1422,Mar-17
QUEENS PEAK,DUNDEE ROAD,Condominium,3,RCR,99 yrs lease commencing from 2015,New Sale,1,1166000,-,775,Strata,06 to 10,1505,Mar-17
THE ANCHORAGE,ALEXANDRA ROAD,Condominium,3,RCR,Freehold,Resale,1,1938888,-,1647,Strata,01 to 05,1177,Mar-17
PRINCIPAL GARDEN,PRINCE CHARLES CRESCENT,Condominium,3,RCR,99 yrs lease commencing from 2014,New Sale,1,1298500,-,807,Strata,11 to 15,1608,Mar-17
PRINCIPAL GARDEN,PRINCE CHARLES CRESCENT,Condominium,3,RCR,99 yrs lease commencing from 2014,New Sale,1,790000,-,484,Strata,11 to 15,1631,Mar-17
PRINCIPAL GARDEN,PRINCE CHARLES CRESCENT,Condominium,3,RCR,99 yrs lease commencing from 2014,New Sale,1,1302420,-,807,Strata,11 to 15,1613,Mar-17
VISTA RESIDENCES,JALAN DATOH,Condominium,12,RCR,Freehold,Resale,1,1675000,-,1195,Strata,06 to 10,1402,Mar-17
QUEENS,STIRLING ROAD,Condominium,3,RCR,99 yrs lease commencing from 1998,Resale,1,1430000,-,1184,Strata,06 to 10,1208,Mar-17
PRINCIPAL GARDEN,PRINCE CHARLES CRESCENT,Condominium,3,RCR,99 yrs lease commencing from 2014,New Sale,1,1289680,-,797,Strata,11 to 15,1619,Mar-17
CITY SQUARE RESIDENCES,KITCHENER LINK,Condominium,8,RCR,Freehold,Resale,1,1642000,-,1216,Strata,11 to 15,1350,Mar-17
PRINCIPAL GARDEN,PRINCE CHARLES CRESCENT,Condominium,3,RCR,99 yrs lease commencing from 2014,New Sale,1,1290000,1285000,786,Strata,11 to 15,1635,Mar-17
ALEX RESIDENCES,ALEXANDRA VIEW,Apartment,3,RCR,99 yrs lease commencing from 2013,New Sale,1,1571000,-,904,Strata,16 to 20,1737,Mar-17
RESIDENTIAL APARTMENTS,SING AVENUE,Apartment,8,RCR,Freehold,Resale,1,1820000,-,2924,Strata,01 to 05,623,Mar-17
HIGHLINE RESIDENCES,KIM TIAN ROAD,Condominium,3,RCR,99 yrs lease commencing from 2013,New Sale,1,2131800,-,1109,Strata,31 to 35,1923,Mar-17
GEM RESIDENCES,LORONG 5 TOA PAYOH,Condominium,12,RCR,99 yrs lease commencing from 2015,New Sale,1,1146000,-,775,Strata,21 to 25,1479,Mar-17
PRINCIPAL GARDEN,PRINCE CHARLES CRESCENT,Condominium,3,RCR,99 yrs lease commencing from 2014,New Sale,1,1309280,-,797,Strata,16 to 20,1644,Mar-17
ALEX RESIDENCES,ALEXANDRA VIEW,Apartment,3,RCR,99 yrs lease commencing from 2013,New Sale,1,1909000,-,1044,Strata,26 to 30,1828,Mar-17
KENTISH COURT,OXFORD ROAD,Apartment,8,RCR,99 yrs lease commencing from 1995,Resale,1,970000,-,1055,Strata,01 to 05,920,Mar-17
EIGHT RIVERSUITES,WHAMPOA EAST,Condominium,12,RCR,99 yrs lease commencing from 2011,Sub Sale,1,1050000,-,850,Strata,01 to 05,1235,Mar-17
STURDEE VIEW,STURDEE ROAD NORTH,Apartment,8,RCR,Freehold,Resale,1,1450000,-,1475,Strata,06 to 10,983,Mar-17
THE CREST,PRINCE CHARLES CRESCENT,Condominium,3,RCR,99 yrs lease commencing from 2012,New Sale,1,2063000,-,1216,Strata,01 to 05,1696,Mar-17
PRINCIPAL GARDEN,PRINCE CHARLES CRESCENT,Condominium,3,RCR,99 yrs lease commencing from 2014,New Sale,1,819000,-,484,Strata,16 to 20,1691,Mar-17
KINGSLEY MANSIONS,BOON TECK ROAD,Apartment,12,RCR,Freehold,Resale,1,1350000,-,1356,Strata,06 to 10,995,Mar-17
ALEX RESIDENCES,ALEXANDRA VIEW,Apartment,3,RCR,99 yrs lease commencing from 2013,New Sale,1,1652000,-,926,Strata,26 to 30,1785,Mar-17
TANGLIN VIEW,PRINCE CHARLES CRESCENT,Condominium,3,RCR,99 yrs lease commencing from 1997,Resale,1,1310000,-,1152,Strata,11 to 15,1137,Mar-17
BLISS LOFT,KIM KEAT CLOSE,Apartment,12,RCR,Freehold,Resale,1,920000,-,829,Strata,11 to 15,1110,Mar-17
FORTE SUITES,MERGUI ROAD,Apartment,8,RCR,Freehold,New Sale,1,1161700,-,603,Strata,21 to 25,1927,Mar-17
STURDEE RESIDENCES,BEATTY ROAD,Condominium,8,RCR,99 yrs lease commencing from 2015,New Sale,1,985700,-,570,Strata,26 to 30,1728,Mar-17
PRINCIPAL GARDEN,PRINCE CHARLES CRESCENT,Condominium,3,RCR,99 yrs lease commencing from 2014,New Sale,1,1368000,-,807,Strata,21 to 25,1695,Mar-17
QUEENS PEAK,DUNDEE ROAD,Condominium,3,RCR,99 yrs lease commencing from 2015,New Sale,1,783000,-,441,Strata,21 to 25,1774,Mar-17
COMMONWEALTH TOWERS,COMMONWEALTH AVENUE,Condominium,3,RCR,99 yrs lease commencing from 2013,New Sale,1,818000,-,463,Strata,21 to 25,1767,Mar-17
ALEX RESIDENCES,ALEXANDRA VIEW,Apartment,3,RCR,99 yrs lease commencing from 2013,New Sale,1,1238000,-,657,Strata,26 to 30,1885,Mar-17
PRINCIPAL GARDEN,PRINCE CHARLES CRESCENT,Condominium,3,RCR,99 yrs lease commencing from 2014,New Sale,1,1328000,1323000,797,Strata,11 to 15,1661,Mar-17
HIGHLINE RESIDENCES,KIM TIAN ROAD,Condominium,3,RCR,99 yrs lease commencing from 2013,New Sale,1,1329600,-,700,Strata,21 to 25,1900,Mar-17
ALEX RESIDENCES,ALEXANDRA VIEW,Apartment,3,RCR,99 yrs lease commencing from 2013,New Sale,1,1515000,-,883,Strata,16 to 20,1716,Mar-17
PRINCIPAL GARDEN,PRINCE CHARLES CRESCENT,Condominium,3,RCR,99 yrs lease commencing from 2014,New Sale,1,1277000,-,786,Strata,11 to 15,1625,Mar-17
ALEX RESIDENCES,ALEXANDRA VIEW,Apartment,3,RCR,99 yrs lease commencing from 2013,New Sale,1,1860072,-,1044,Strata,21 to 25,1781,Mar-17
PRINCIPAL GARDEN,PRINCE CHARLES CRESCENT,Condominium,3,RCR,99 yrs lease commencing from 2014,New Sale,1,1839000,-,1076,Strata,11 to 15,1708,Mar-17
PRINCIPAL GARDEN,PRINCE CHARLES CRESCENT,Condominium,3,RCR,99 yrs lease commencing from 2014,New Sale,1,1181000,1176000,764,Strata,01 to 05,1539,Mar-17
COMMONWEALTH TOWERS,COMMONWEALTH AVENUE,Condominium,3,RCR,99 yrs lease commencing from 2013,New Sale,1,1614600,-,1076,Strata,16 to 20,1500,Mar-17
PRINCIPAL GARDEN,PRINCE CHARLES CRESCENT,Condominium,3,RCR,99 yrs lease commencing from 2014,New Sale,1,1330000,-,797,Strata,16 to 20,1670,Mar-17
PRINCIPAL GARDEN,PRINCE CHARLES CRESCENT,Condominium,3,RCR,99 yrs lease commencing from 2014,New Sale,1,820000,815000,495,Strata,01 to 05,1646,Mar-17
ALEX RESIDENCES,ALEXANDRA VIEW,Apartment,3,RCR,99 yrs lease commencing from 2013,New Sale,1,1860000,-,926,Strata,36 to 40,2009,Mar-17
ALEX RESIDENCES,ALEXANDRA VIEW,Apartment,3,RCR,99 yrs lease commencing from 2013,New Sale,1,1581000,-,904,Strata,16 to 20,1749,Mar-17
PRINCIPAL GARDEN,PRINCE CHARLES CRESCENT,Condominium,3,RCR,99 yrs lease commencing from 2014,New Sale,1,1376000,-,861,Strata,06 to 10,1598,Mar-17
PRINCIPAL GARDEN,PRINCE CHARLES CRESCENT,Condominium,3,RCR,99 yrs lease commencing from 2014,New Sale,1,1439000,1434000,807,Strata,16 to 20,1776,Mar-17
RIVER PLACE,HAVELOCK ROAD,Condominium,3,RCR,99 yrs lease commencing from 1995,Resale,1,1308000,-,1055,Strata,01 to 05,1240,Mar-17
ST FRANCIS COURT,ST. FRANCIS ROAD,Apartment,12,RCR,99 yrs lease commencing from 1992,Resale,1,860000,-,1270,Strata,06 to 10,677,Mar-17
BELMONDO VIEW,PEGU ROAD,Apartment,12,RCR,Freehold,Resale,1,1400000,-,1313,Strata,06 to 10,1066,Mar-17
EIGHT RIVERSUITES,WHAMPOA EAST,Condominium,12,RCR,99 yrs lease commencing from 2011,Sub Sale,1,1035000,-,700,Strata,06 to 10,1479,Mar-17
BEACON HEIGHTS,MAR THOMA ROAD,Condominium,12,RCR,999 yrs lease commencing from 1882,Resale,1,1000000,-,1109,Strata,26 to 30,902,Mar-17
GEM RESIDENCES,LORONG 5 TOA PAYOH,Condominium,12,RCR,99 yrs lease commencing from 2015,New Sale,1,1094000,-,678,Strata,21 to 25,1613,Mar-17
GEM RESIDENCES,LORONG 5 TOA PAYOH,Condominium,12,RCR,99 yrs lease commencing from 2015,New Sale,1,760000,-,484,Strata,06 to 10,1569,Mar-17
PRINCIPAL GARDEN,PRINCE CHARLES CRESCENT,Condominium,3,RCR,99 yrs lease commencing from 2014,New Sale,1,788000,-,484,Strata,11 to 15,1627,Mar-17
KERRISDALE,STURDEE ROAD,Condominium,8,RCR,99 yrs lease commencing from 1998,Resale,1,1700000,-,1485,Strata,26 to 30,1144,Mar-17
STURDEE RESIDENCES,BEATTY ROAD,Condominium,8,RCR,99 yrs lease commencing from 2015,New Sale,1,1280900,-,829,Strata,16 to 20,1545,Mar-17
PARC HAVEN,LORONG LIMAU,Apartment,12,RCR,Freehold,Resale,1,960000,-,1044,Strata,01 to 05,919,Mar-17
OLEANDER TOWERS,LORONG 1 TOA PAYOH,Apartment,12,RCR,99 yrs lease commencing from 1995,Resale,1,1480000,-,1464,Strata,16 to 20,1011,Mar-17
CALARASI,KIM KEAT LANE,Apartment,12,RCR,Freehold,Resale,1,1220000,-,1184,Strata,11 to 15,1030,Mar-17
ASCENTIA SKY,ALEXANDRA VIEW,Condominium,3,RCR,99 yrs lease commencing from 2008,Resale,1,1400000,-,1012,Strata,36 to 40,1384,Mar-17
COMMONWEALTH TOWERS,COMMONWEALTH AVENUE,Condominium,3,RCR,99 yrs lease commencing from 2013,New Sale,1,1538100,-,904,Strata,36 to 40,1701,Mar-17
CAVAN SUITES,CAVAN ROAD,Apartment,8,RCR,Freehold,Resale,1,550000,-,334,Strata,01 to 05,1648,Mar-17
TREVISTA,LORONG 3 TOA PAYOH,Condominium,12,RCR,99 yrs lease commencing from 2008,Resale,1,2118000,-,1733,Strata,26 to 30,1222,Mar-17
STURDEE RESIDENCES,BEATTY ROAD,Condominium,8,RCR,99 yrs lease commencing from 2015,New Sale,1,1521200,-,1044,Strata,11 to 15,1457,Mar-17
QUEENSWAY TOWER,QUEENSWAY,Apartment,3,RCR,Freehold,Resale,1,1150000,-,1292,Strata,06 to 10,890,Feb-17
COMMONWEALTH TOWERS,COMMONWEALTH AVENUE,Condominium,3,RCR,99 yrs lease commencing from 2013,New Sale,1,1641500,-,1076,Strata,21 to 25,1525,Feb-17
ALEX RESIDENCES,ALEXANDRA VIEW,Apartment,3,RCR,99 yrs lease commencing from 2013,New Sale,1,1375000,-,678,Strata,26 to 30,2028,Feb-17
AIRSTREAM,ST. MICHAEL'S ROAD,Apartment,12,RCR,Freehold,Resale,1,610000,-,474,Strata,01 to 05,1288,Feb-17
CITY SQUARE RESIDENCES,KITCHENER LINK,Condominium,8,RCR,Freehold,Resale,1,1620000,-,1216,Strata,06 to 10,1332,Feb-17
MERA SPRINGS,CARLISLE ROAD,Condominium,8,RCR,Freehold,Resale,1,1285000,-,1066,Strata,11 to 15,1206,Feb-17
THE METROPOLITAN CONDOMINIUM,ALEXANDRA VIEW,Condominium,3,RCR,99 yrs lease commencing from 2006,Resale,1,1780000,-,1421,Strata,21 to 25,1253,Feb-17
PRINCIPAL GARDEN,PRINCE CHARLES CRESCENT,Condominium,3,RCR,99 yrs lease commencing from 2014,New Sale,1,813000,-,484,Strata,16 to 20,1678,Feb-17
TRELLIS TOWERS,LORONG 1 TOA PAYOH,Condominium,12,RCR,Freehold,Resale,1,1670000,-,1485,Strata,06 to 10,1124,Feb-17
STURDEE RESIDENCES,BEATTY ROAD,Condominium,8,RCR,99 yrs lease commencing from 2015,New Sale,1,1164700,-,721,Strata,21 to 25,1615,Feb-17
CITY SQUARE RESIDENCES,KITCHENER LINK,Condominium,8,RCR,Freehold,Resale,1,1310000,-,872,Strata,06 to 10,1502,Feb-17
STURDEE RESIDENCES,BEATTY ROAD,Condominium,8,RCR,99 yrs lease commencing from 2015,New Sale,1,1142700,-,721,Strata,16 to 20,1584,Feb-17
STURDEE RESIDENCES,BEATTY ROAD,Condominium,8,RCR,99 yrs lease commencing from 2015,New Sale,1,1172700,-,721,Strata,21 to 25,1626,Feb-17
COMMONWEALTH TOWERS,COMMONWEALTH AVENUE,Condominium,3,RCR,99 yrs lease commencing from 2013,New Sale,1,1421600,-,904,Strata,21 to 25,1572,Feb-17
RACE COURSE 138,RACE COURSE ROAD,Apartment,8,RCR,Freehold,Resale,1,590000,-,570,Strata,01 to 05,1034,Feb-17
PRISTINE HEIGHTS,MERGUI ROAD,Apartment,8,RCR,Freehold,Resale,1,1850000,-,2099,Strata,16 to 20,881,Feb-17
RIVIERA 38,MAR THOMA ROAD,Apartment,12,RCR,999 yrs lease commencing from 1882,Resale,1,655000,-,549,Strata,11 to 15,1193,Feb-17
PRINCIPAL GARDEN,PRINCE CHARLES CRESCENT,Condominium,3,RCR,99 yrs lease commencing from 2014,New Sale,1,1829000,1824000,1076,Strata,06 to 10,1695,Feb-17
PRINCIPAL GARDEN,PRINCE CHARLES CRESCENT,Condominium,3,RCR,99 yrs lease commencing from 2014,New Sale,1,3938000,-,2347,Strata,21 to 25,1678,Feb-17
THE METROPOLITAN CONDOMINIUM,ALEXANDRA VIEW,Condominium,3,RCR,99 yrs lease commencing from 2006,Resale,1,1320000,-,1033,Strata,16 to 20,1277,Feb-17
URBAN HERITAGE,BALESTIER ROAD,Apartment,12,RCR,Freehold,New Sale,1,910000,-,840,Strata,06 to 10,1084,Feb-17
THE CREST,PRINCE CHARLES CRESCENT,Condominium,3,RCR,99 yrs lease commencing from 2012,New Sale,1,2399000,-,1367,Strata,11 to 15,1755,Feb-17
COMMONWEALTH TOWERS,COMMONWEALTH AVENUE,Condominium,3,RCR,99 yrs lease commencing from 2013,New Sale,1,788000,-,441,Strata,16 to 20,1786,Feb-17
HIGHLINE RESIDENCES,KIM TIAN ROAD,Condominium,3,RCR,99 yrs lease commencing from 2013,New Sale,1,2109700,-,1109,Strata,31 to 35,1903,Feb-17
COMMONWEALTH TOWERS,COMMONWEALTH AVENUE,Condominium,3,RCR,99 yrs lease commencing from 2013,New Sale,1,1642500,-,1076,Strata,26 to 30,1526,Feb-17
STURDEE RESIDENCES,BEATTY ROAD,Condominium,8,RCR,99 yrs lease commencing from 2015,New Sale,1,1136700,-,721,Strata,16 to 20,1576,Feb-17
COMMONWEALTH TOWERS,COMMONWEALTH AVENUE,Condominium,3,RCR,99 yrs lease commencing from 2013,New Sale,1,788000,-,441,Strata,16 to 20,1786,Feb-17
STURDEE RESIDENCES,BEATTY ROAD,Condominium,8,RCR,99 yrs lease commencing from 2015,New Sale,1,1058700,-,721,Strata,01 to 05,1468,Feb-17
COMMONWEALTH TOWERS,COMMONWEALTH AVENUE,Condominium,3,RCR,99 yrs lease commencing from 2013,New Sale,1,1492900,-,904,Strata,31 to 35,1651,Feb-17
HIGHLINE RESIDENCES,KIM TIAN ROAD,Condominium,3,RCR,99 yrs lease commencing from 2013,New Sale,1,2083800,-,1109,Strata,26 to 30,1880,Feb-17
STURDEE RESIDENCES,BEATTY ROAD,Condominium,8,RCR,99 yrs lease commencing from 2015,New Sale,1,1409800,-,947,Strata,11 to 15,1488,Feb-17
PRINCIPAL GARDEN,PRINCE CHARLES CRESCENT,Condominium,3,RCR,99 yrs lease commencing from 2014,New Sale,1,1350000,-,807,Strata,16 to 20,1672,Feb-17
COMMONWEALTH TOWERS,COMMONWEALTH AVENUE,Condominium,3,RCR,99 yrs lease commencing from 2013,New Sale,1,1318800,-,753,Strata,31 to 35,1750,Feb-17
CRADELS,LORONG LIMAU,Apartment,12,RCR,Freehold,Resale,1,880000,-,667,Strata,06 to 10,1319,Feb-17
RIVER PLACE,HAVELOCK ROAD,Condominium,3,RCR,99 yrs lease commencing from 1995,Resale,1,1000000,-,743,Strata,06 to 10,1346,Feb-17
STURDEE RESIDENCES,BEATTY ROAD,Condominium,8,RCR,99 yrs lease commencing from 2015,New Sale,1,1451200,-,1044,Strata,01 to 05,1390,Feb-17
PRINCIPAL GARDEN,PRINCE CHARLES CRESCENT,Condominium,3,RCR,99 yrs lease commencing from 2014,New Sale,1,1402000,-,861,Strata,11 to 15,1628,Feb-17
MOONSTONE RESIDENCES,MOONSTONE LANE,Apartment,12,RCR,Freehold,Resale,1,1230000,-,1238,Strata,16 to 20,994,Feb-17
ALEXIS,ALEXANDRA ROAD,Apartment,3,RCR,Freehold,Resale,1,575000,-,398,Strata,01 to 05,1444,Feb-17
PRINCIPAL GARDEN,PRINCE CHARLES CRESCENT,Condominium,3,RCR,99 yrs lease commencing from 2014,New Sale,1,1346215,-,797,Strata,21 to 25,1690,Feb-17
GEM RESIDENCES,LORONG 5 TOA PAYOH,Condominium,12,RCR,99 yrs lease commencing from 2015,New Sale,1,1120000,-,775,Strata,11 to 15,1445,Feb-17
PRINCIPAL GARDEN,PRINCE CHARLES CRESCENT,Condominium,3,RCR,99 yrs lease commencing from 2014,New Sale,1,1849000,-,1076,Strata,11 to 15,1718,Feb-17
HIGHLINE RESIDENCES,KIM TIAN ROAD,Condominium,3,RCR,99 yrs lease commencing from 2013,New Sale,1,1307500,-,635,Strata,26 to 30,2059,Feb-17
QUEENS PEAK,DUNDEE ROAD,Condominium,3,RCR,99 yrs lease commencing from 2015,New Sale,1,732000,-,431,Strata,21 to 25,1700,Feb-17
TRELLIS TOWERS,LORONG 1 TOA PAYOH,Condominium,12,RCR,Freehold,Resale,1,1060000,-,710,Strata,21 to 25,1492,Feb-17
HIGHLINE RESIDENCES,KIM TIAN ROAD,Condominium,3,RCR,99 yrs lease commencing from 2013,New Sale,1,1563000,-,915,Strata,11 to 15,1708,Feb-17
HIGHLINE RESIDENCES,KIM TIAN ROAD,Condominium,3,RCR,99 yrs lease commencing from 2013,New Sale,1,1938800,-,1109,Strata,11 to 15,1749,Feb-17
QUEENS PEAK,DUNDEE ROAD,Condominium,3,RCR,99 yrs lease commencing from 2015,New Sale,1,1032000,-,624,Strata,16 to 20,1653,Feb-17
COMMONWEALTH TOWERS,COMMONWEALTH AVENUE,Condominium,3,RCR,99 yrs lease commencing from 2013,New Sale,1,1420600,-,904,Strata,21 to 25,1571,Feb-17
ALEX RESIDENCES,ALEXANDRA VIEW,Apartment,3,RCR,99 yrs lease commencing from 2013,New Sale,1,1835000,-,1044,Strata,21 to 25,1757,Feb-17
RESIDENTIAL APARTMENTS,KIM KEAT CLOSE,Apartment,12,RCR,Freehold,Resale,1,968888,-,1076,Strata,01 to 05,900,Feb-17
HIGHLINE RESIDENCES,KIM TIAN ROAD,Condominium,3,RCR,99 yrs lease commencing from 2013,New Sale,1,1703600,-,915,Strata,21 to 25,1862,Feb-17
THE ANCHORAGE,ALEXANDRA ROAD,Condominium,3,RCR,Freehold,Resale,1,2000000,-,1765,Strata,06 to 10,1133,Feb-17
PRINCIPAL GARDEN,PRINCE CHARLES CRESCENT,Condominium,3,RCR,99 yrs lease commencing from 2014,New Sale,1,1317000,-,807,Strata,06 to 10,1631,Feb-17
PRINCIPAL GARDEN,PRINCE CHARLES CRESCENT,Condominium,3,RCR,99 yrs lease commencing from 2014,New Sale,1,768000,-,484,Strata,01 to 05,1586,Feb-17
PRINCIPAL GARDEN,PRINCE CHARLES CRESCENT,Condominium,3,RCR,99 yrs lease commencing from 2014,New Sale,1,1799935,-,1195,Strata,01 to 05,1506,Feb-17
STURDEE RESIDENCES,BEATTY ROAD,Condominium,8,RCR,99 yrs lease commencing from 2015,New Sale,1,1130700,-,721,Strata,16 to 20,1568,Feb-17
HERTFORD MANSION,BRISTOL ROAD,Apartment,8,RCR,Freehold,Resale,1,1238000,-,1259,Strata,01 to 05,983,Feb-17
THE ANCHORAGE,ALEXANDRA ROAD,Condominium,3,RCR,Freehold,Resale,1,1250000,-,1119,Strata,01 to 05,1117,Feb-17
KERRISDALE,STURDEE ROAD,Condominium,8,RCR,99 yrs lease commencing from 1998,Resale,1,1150000,-,990,Strata,26 to 30,1161,Feb-17
COMMONWEALTH TOWERS,COMMONWEALTH AVENUE,Condominium,3,RCR,99 yrs lease commencing from 2013,New Sale,1,788000,-,441,Strata,16 to 20,1786,Feb-17
PRINCIPAL GARDEN,PRINCE CHARLES CRESCENT,Condominium,3,RCR,99 yrs lease commencing from 2014,New Sale,1,2550200,-,1572,Strata,01 to 05,1623,Feb-17
PRINCIPAL GARDEN,PRINCE CHARLES CRESCENT,Condominium,3,RCR,99 yrs lease commencing from 2014,New Sale,1,1191000,-,764,Strata,11 to 15,1558,Feb-17
COMMONWEALTH TOWERS,COMMONWEALTH AVENUE,Condominium,3,RCR,99 yrs lease commencing from 2013,New Sale,1,788000,-,441,Strata,21 to 25,1786,Feb-17
EIGHT RIVERSUITES,WHAMPOA EAST,Condominium,12,RCR,99 yrs lease commencing from 2011,Sub Sale,1,1480000,-,1195,Strata,16 to 20,1239,Feb-17
COMMONWEALTH TOWERS,COMMONWEALTH AVENUE,Condominium,3,RCR,99 yrs lease commencing from 2013,New Sale,1,788000,-,441,Strata,21 to 25,1786,Feb-17
PRINCIPAL GARDEN,PRINCE CHARLES CRESCENT,Condominium,3,RCR,99 yrs lease commencing from 2014,New Sale,1,1857000,-,1076,Strata,11 to 15,1725,Feb-17
COMMONWEALTH TOWERS,COMMONWEALTH AVENUE,Condominium,3,RCR,99 yrs lease commencing from 2013,New Sale,1,788000,-,441,Strata,21 to 25,1786,Feb-17
STURDEE RESIDENCES,BEATTY ROAD,Condominium,8,RCR,99 yrs lease commencing from 2015,New Sale,1,1130300,-,657,Strata,26 to 30,1721,Feb-17
COMMONWEALTH TOWERS,COMMONWEALTH AVENUE,Condominium,3,RCR,99 yrs lease commencing from 2013,New Sale,1,1491900,-,904,Strata,31 to 35,1650,Feb-17
COMMONWEALTH TOWERS,COMMONWEALTH AVENUE,Condominium,3,RCR,99 yrs lease commencing from 2013,New Sale,1,1616600,-,1076,Strata,21 to 25,1502,Feb-17
QUEENS PEAK,DUNDEE ROAD,Condominium,3,RCR,99 yrs lease commencing from 2015,New Sale,1,1038000,-,624,Strata,16 to 20,1663,Feb-17
PRINCIPAL GARDEN,PRINCE CHARLES CRESCENT,Condominium,3,RCR,99 yrs lease commencing from 2014,New Sale,1,1358000,-,807,Strata,16 to 20,1682,Feb-17
COMMONWEALTH TOWERS,COMMONWEALTH AVENUE,Condominium,3,RCR,99 yrs lease commencing from 2013,New Sale,1,1419600,-,904,Strata,16 to 20,1570,Feb-17
COMMONWEALTH TOWERS,COMMONWEALTH AVENUE,Condominium,3,RCR,99 yrs lease commencing from 2013,New Sale,1,808000,-,463,Strata,11 to 15,1746,Feb-17
