project_name,street_name,type,postal_district,market_segment,tenure,type_of_sale,no_of_units,price_in_sgd,nett_price,area_sqft,type_of_area,floor_level,unit_price_psf,date_of_sale
SKY@ELEVEN,THOMSON LANE,Condominium,11,CCR,Freehold,Resale,1,3100000,-,2271,Strata,11 to 15,1365,Feb-17
THE ARCADIA,ARCADIA ROAD,Condominium,11,CCR,99 yrs lease commencing from 1979,Resale,1,3060000,-,3778,Strata,01 to 05,810,Feb-17
OUE TWIN PEAKS,LEONIE HILL ROAD,Condominium,9,CCR,99 yrs lease commencing from 2010,Resale,1,1227650,-,570,Strata,21 to 25,2152,Feb-17
HOLLAND RESIDENCES,TAMAN WARNA,Condominium,10,CCR,Freehold,Resale,1,2550000,-,1356,Strata,01 to 05,1880,Feb-17
OUE TWIN PEAKS,LEONIE HILL ROAD,Condominium,9,CCR,99 yrs lease commencing from 2010,Resale,1,1508800,-,549,Strata,16 to 20,2748,Feb-17
LEEDON RESIDENCE,LEEDON HEIGHTS,Condominium,10,CCR,Freehold,Resale,1,10550000,-,4704,Strata,06 to 10,2243,Feb-17
ST MARTIN RESIDENCE,ST. MARTIN'S DRIVE,Condominium,10,CCR,Freehold,Resale,1,1295000,-,603,Strata,01 to 05,2148,Feb-17
ROBIN SUITES,ROBIN ROAD,Apartment,10,CCR,Freehold,New Sale,1,1730000,-,1711,Strata,01 to 05,1011,Feb-17
CAVENAGH GARDENS,CAVENAGH ROAD,Apartment,9,CCR,Freehold,Resale,1,1650000,-,1550,Strata,01 to 05,1065,Feb-17
SCOTTS SQUARE,SCOTTS ROAD,Apartment,9,CCR,Freehold,Resale,1,2800000,-,947,Strata,31 to 35,2956,Feb-17
8 @ MOUNT SOPHIA,MOUNT SOPHIA,Condominium,9,CCR,103 yrs lease commencing from 2002,Resale,1,1110000,-,861,Strata,06 to 10,1289,Feb-17
OUE TWIN PEAKS,LEONIE HILL ROAD,Condominium,9,CCR,99 yrs lease commencing from 2010,Resale,1,3533340,-,1399,Strata,16 to 20,2525,Feb-17
THE ARCADIA,ARCADIA ROAD,Condominium,11,CCR,99 yrs lease commencing from 1979,Resale,1,3375000,-,3735,Strata,06 to 10,904,Feb-17
OUE TWIN PEAKS,LEONIE HILL ROAD,Condominium,9,CCR,99 yrs lease commencing from 2010,Resale,1,3491400,-,1399,Strata,16 to 20,2495,Feb-17
PARVIS,HOLLAND HILL,Condominium,10,CCR,Freehold,Resale,1,2800000,-,1701,Strata,01 to 05,1646,Feb-17
RAINBOW MANSION,GRANGE ROAD,Apartment,10,CCR,Freehold,Resale,1,2000000,-,1453,Strata,01 to 05,1376,Feb-17
DALVEY COURT,DALVEY ESTATE,Apartment,10,CCR,Freehold,Resale,1,2600000,-,2142,Strata,01 to 05,1214,Feb-17
STRATA,ESSEX ROAD,Apartment,11,CCR,Freehold,Resale,1,1780000,-,1636,Strata,21 to 25,1088,Feb-17
ASPEN HEIGHTS,RIVER VALLEY ROAD,Condominium,9,CCR,999 yrs lease commencing from 1841,Resale,1,1870000,-,1324,Strata,01 to 05,1412,Feb-17
THE COSMOPOLITAN,KIM SENG ROAD,Condominium,9,CCR,Freehold,Resale,1,2270000,-,1141,Strata,11 to 15,1990,Feb-17
THE WHARF RESIDENCE,TONG WATT ROAD,Condominium,9,CCR,999 yrs lease commencing from 1841,Resale,1,1908000,-,1076,Strata,11 to 15,1773,Feb-17
OUE TWIN PEAKS,LEONIE HILL ROAD,Condominium,9,CCR,99 yrs lease commencing from 2010,Resale,1,4355280,-,1604,Strata,21 to 25,2716,Feb-17
LANGSTON VILLE,KIM YAM ROAD,Apartment,9,CCR,999 yrs lease commencing from 1841,Resale,1,2100000,-,1862,Strata,06 to 10,1128,Feb-17
THE PEAK @ CAIRNHILL II,CAIRNHILL CIRCLE,Apartment,9,CCR,Freehold,Resale,1,2359000,-,829,Strata,11 to 15,2846,Feb-17
26 NEWTON,NEWTON ROAD,Apartment,11,CCR,Freehold,New Sale,1,1100000,-,484,Strata,16 to 20,2271,Feb-17
SOPHIA HILLS,MOUNT SOPHIA,Condominium,9,CCR,99 yrs lease commencing from 2013,New Sale,1,1397000,-,753,Strata,01 to 05,1854,Feb-17
THE PEAK @ CAIRNHILL II,CAIRNHILL CIRCLE,Apartment,9,CCR,Freehold,Resale,1,2364000,-,829,Strata,11 to 15,2852,Feb-17
SCOTTS SQUARE,SCOTTS ROAD,Apartment,9,CCR,Freehold,Resale,1,3650000,-,1249,Strata,36 to 40,2923,Feb-17
BELLERIVE,KENG CHIN ROAD,Apartment,10,CCR,Freehold,Resale,1,2520000,-,1539,Strata,06 to 10,1637,Feb-17
THE SPRINGS,MOULMEIN RISE,Apartment,11,CCR,Freehold,Resale,1,1500000,-,1076,Strata,06 to 10,1394,Feb-17
OUE TWIN PEAKS,LEONIE HILL ROAD,Condominium,9,CCR,99 yrs lease commencing from 2010,Resale,1,3217500,-,1055,Strata,26 to 30,3050,Feb-17
ASPEN HEIGHTS,RIVER VALLEY ROAD,Condominium,9,CCR,999 yrs lease commencing from 1841,Resale,1,2250000,-,1604,Strata,06 to 10,1403,Feb-17
THOMSON 800,THOMSON ROAD,Condominium,11,CCR,Freehold,Resale,1,1828000,-,1625,Strata,06 to 10,1125,Feb-17
CHARMING GARDEN,KING'S ROAD,Condominium,10,CCR,999 yrs lease commencing from 1875,Resale,1,2300000,-,1808,Strata,01 to 05,1272,Feb-17
THE QUAYSIDE,ROBERTSON QUAY,Apartment,9,CCR,99 yrs lease commencing from 1994,Resale,1,1700000,-,1550,Strata,06 to 10,1097,Feb-17
NEWTON SUITES,NEWTON ROAD,Apartment,11,CCR,Freehold,Resale,1,1455000,-,797,Strata,31 to 35,1827,Feb-17
SOPHIA HILLS,MOUNT SOPHIA,Condominium,9,CCR,99 yrs lease commencing from 2013,New Sale,1,1354000,-,700,Strata,06 to 10,1935,Feb-17
ORCHARD SCOTTS,ANTHONY ROAD,Condominium,9,CCR,99 yrs lease commencing from 2001,Resale,1,3850000,-,2820,Strata,01 to 05,1365,Feb-17
OUE TWIN PEAKS,LEONIE HILL ROAD,Condominium,9,CCR,99 yrs lease commencing from 2010,Resale,1,3851700,-,1399,Strata,16 to 20,2753,Feb-17
26 NEWTON,NEWTON ROAD,Apartment,11,CCR,Freehold,New Sale,1,1100000,-,484,Strata,11 to 15,2271,Feb-17
ROBIN SUITES,ROBIN ROAD,Apartment,10,CCR,Freehold,New Sale,1,1630000,-,1722,Strata,01 to 05,946,Feb-17
LEEDON RESIDENCE,LEEDON HEIGHTS,Condominium,10,CCR,Freehold,Resale,1,12500000,-,8051,Strata,01 to 05,1553,Feb-17
AMANINDA,THOMSON ROAD,Condominium,11,CCR,Freehold,Resale,1,880000,-,678,Strata,01 to 05,1298,Feb-17
NOVELIS,SINARAN DRIVE,Apartment,11,CCR,Freehold,Resale,1,1250000,-,807,Strata,06 to 10,1548,Feb-17
THE RISE @ OXLEY - RESIDENCES,OXLEY RISE,Apartment,9,CCR,Freehold,New Sale,1,1550000,-,646,Strata,06 to 10,2400,Feb-17
KIM SIA COURT,JALAN JINTAN,Apartment,9,CCR,Freehold,Resale,1,2300000,-,1421,Strata,11 to 15,1619,Feb-17
ROBIN RESIDENCES,ROBIN DRIVE,Condominium,10,CCR,Freehold,Resale,1,1940000,-,829,Strata,01 to 05,2341,Feb-17
GRAMERCY PARK,GRANGE ROAD,Condominium,10,CCR,Freehold,Resale,1,5442390,-,1981,Strata,16 to 20,2748,Feb-17
THE LEGEND,BUKIT TIMAH ROAD,Condominium,10,CCR,Freehold,Resale,1,1845000,-,1453,Strata,11 to 15,1270,Feb-17
SOMMERVILLE PARK,FARRER DRIVE,Condominium,10,CCR,Freehold,Resale,1,2080000,-,1302,Strata,11 to 15,1597,Feb-17
THE MERASAGA,JALAN MERAH SAGA,Condominium,10,CCR,99 yrs lease commencing from 1991,Resale,1,1350000,-,947,Strata,01 to 05,1425,Feb-17
CYAN,KENG CHIN ROAD,Condominium,10,CCR,Freehold,Resale,1,1975000,-,1001,Strata,06 to 10,1973,Feb-17
WATTEN HILL,WATTEN ESTATE ROAD,Condominium,11,CCR,Freehold,Resale,1,1000000,-,1044,Strata,-,958,Feb-17
THE TATE RESIDENCES,CLAYMORE ROAD,Condominium,9,CCR,Freehold,Resale,1,4688000,-,2185,Strata,06 to 10,2145,Feb-17
DUNEARN GARDENS,DUNEARN ROAD,Condominium,11,CCR,Freehold,Resale,1,1800000,-,1238,Strata,01 to 05,1454,Feb-17
GRAMERCY PARK,GRANGE ROAD,Condominium,10,CCR,Freehold,Resale,1,5890925,-,2207,Strata,11 to 15,2670,Jan-17
OUE TWIN PEAKS,LEONIE HILL ROAD,Condominium,9,CCR,99 yrs lease commencing from 2010,Resale,1,2321000,-,1055,Strata,11 to 15,2200,Jan-17
OUE TWIN PEAKS,LEONIE HILL ROAD,Condominium,9,CCR,99 yrs lease commencing from 2010,Resale,1,2940500,-,1055,Strata,16 to 20,2788,Jan-17
THE PEAK @ CAIRNHILL II,CAIRNHILL CIRCLE,Apartment,9,CCR,Freehold,Resale,1,2255000,-,904,Strata,01 to 05,2494,Jan-17
OUE TWIN PEAKS,LEONIE HILL ROAD,Condominium,9,CCR,99 yrs lease commencing from 2010,Resale,1,4619999,-,1604,Strata,31 to 35,2881,Jan-17
MON JERVOIS,JERVOIS ROAD,Condominium,10,CCR,99 yrs lease commencing from 2012,Resale,1,1859000,-,1001,Strata,01 to 05,1857,Jan-17
D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,Resale,1,2500000,-,1582,Strata,16 to 20,1580,Jan-17
ROBIN SUITES,ROBIN ROAD,Apartment,10,CCR,Freehold,New Sale,1,988888,-,829,Strata,16 to 20,1193,Jan-17
6 DERBYSHIRE,DERBYSHIRE ROAD,Condominium,11,CCR,Freehold,New Sale,1,1086654,-,474,Strata,16 to 20,2294,Jan-17
OUE TWIN PEAKS,LEONIE HILL ROAD,Condominium,9,CCR,99 yrs lease commencing from 2010,Resale,1,4042080,-,1604,Strata,06 to 10,2520,Jan-17
MON JERVOIS,JERVOIS ROAD,Condominium,10,CCR,99 yrs lease commencing from 2012,Resale,1,1252050,-,614,Strata,01 to 05,2041,Jan-17
6 DERBYSHIRE,DERBYSHIRE ROAD,Condominium,11,CCR,Freehold,New Sale,1,1865918,-,829,Strata,21 to 25,2251,Jan-17
6 DERBYSHIRE,DERBYSHIRE ROAD,Condominium,11,CCR,Freehold,New Sale,1,2162506,-,1012,Strata,21 to 25,2137,Jan-17
26 NEWTON,NEWTON ROAD,Apartment,11,CCR,Freehold,New Sale,1,1174129,-,484,Strata,21 to 25,2424,Jan-17
MON JERVOIS,JERVOIS ROAD,Condominium,10,CCR,99 yrs lease commencing from 2012,Resale,1,2062950,-,1033,Strata,01 to 05,1996,Jan-17
OUE TWIN PEAKS,LEONIE HILL ROAD,Condominium,9,CCR,99 yrs lease commencing from 2010,Resale,1,1659300,-,570,Strata,21 to 25,2909,Jan-17
SOPHIA HILLS,MOUNT SOPHIA,Condominium,9,CCR,99 yrs lease commencing from 2013,New Sale,1,1072000,-,517,Strata,01 to 05,2075,Jan-17
MON JERVOIS,JERVOIS ROAD,Condominium,10,CCR,99 yrs lease commencing from 2012,Resale,1,1902300,-,1001,Strata,01 to 05,1900,Jan-17
OUE TWIN PEAKS,LEONIE HILL ROAD,Condominium,9,CCR,99 yrs lease commencing from 2010,Resale,1,2975100,-,1055,Strata,21 to 25,2820,Jan-17
OUE TWIN PEAKS,LEONIE HILL ROAD,Condominium,9,CCR,99 yrs lease commencing from 2010,Resale,1,3017300,-,1055,Strata,21 to 25,2860,Jan-17
DUNEARN SUITES,DUNEARN ROAD,Apartment,11,CCR,Freehold,Resale,1,745000,-,409,Strata,01 to 05,1821,Jan-17
WATERMARK ROBERTSON QUAY,RODYK STREET,Apartment,9,CCR,Freehold,Resale,1,2530000,-,1733,Strata,06 to 10,1460,Jan-17
RIDGEWOOD,RIDGEWOOD CLOSE,Condominium,10,CCR,999 yrs lease commencing from 1885,Resale,1,1550000,-,1399,Strata,01 to 05,1108,Jan-17
CAIRNHILL CREST,CAIRNHILL CIRCLE,Condominium,9,CCR,Freehold,Resale,1,2150000,-,1206,Strata,16 to 20,1783,Jan-17
DLV.,DALVEY ROAD,Apartment,10,CCR,Freehold,Resale,1,1868000,-,1755,Strata,01 to 05,1065,Jan-17
RESIDENCES @ EVELYN,EVELYN ROAD,Condominium,11,CCR,Freehold,Resale,1,5800000,-,3466,Strata,31 to 35,1673,Jan-17
OUE TWIN PEAKS,LEONIE HILL ROAD,Condominium,9,CCR,99 yrs lease commencing from 2010,Resale,1,3833560,-,1604,Strata,06 to 10,2390,Jan-17
TWENTYONE ANGULLIA PARK,ANGULLIA PARK,Condominium,9,CCR,Freehold,Resale,1,11985200,-,3154,Strata,26 to 30,3800,Jan-17
ROCHELLE AT NEWTON,KENG LEE ROAD,Condominium,11,CCR,99 yrs lease commencing from 2008,Resale,1,1400000,-,1012,Strata,21 to 25,1384,Jan-17
GRAMERCY PARK,GRANGE ROAD,Condominium,10,CCR,Freehold,Resale,1,7268800,-,2637,Strata,16 to 20,2756,Jan-17
OUE TWIN PEAKS,LEONIE HILL ROAD,Condominium,9,CCR,99 yrs lease commencing from 2010,Resale,1,1496020,-,570,Strata,01 to 05,2622,Jan-17
THE TREVOSE,TREVOSE CRESCENT,Condominium,11,CCR,99 yrs lease commencing from 1996,Resale,1,2550000,-,3337,Strata,01 to 05,764,Jan-17
WARNER COURT,HOLLAND AVENUE,Apartment,10,CCR,Freehold,Resale,1,1500000,-,1195,Strata,01 to 05,1255,Jan-17
SOLEIL @ SINARAN,SINARAN DRIVE,Condominium,11,CCR,99 yrs lease commencing from 2006,Resale,1,8800000,-,4715,Strata,31 to 35,1867,Jan-17
THE IMPERIAL,JALAN RUMBIA,Condominium,9,CCR,Freehold,Resale,1,1730000,-,980,Strata,11 to 15,1766,Jan-17
OUE TWIN PEAKS,LEONIE HILL ROAD,Condominium,9,CCR,99 yrs lease commencing from 2010,Resale,1,2758300,-,1055,Strata,06 to 10,2615,Jan-17
OUE TWIN PEAKS,LEONIE HILL ROAD,Condominium,9,CCR,99 yrs lease commencing from 2010,Resale,1,3763480,-,1399,Strata,16 to 20,2690,Jan-17
DUCHESS CREST,DUCHESS AVENUE,Condominium,10,CCR,99 yrs lease commencing from 1995,Resale,1,1675000,-,1346,Strata,01 to 05,1245,Jan-17
GRAMERCY PARK,GRANGE ROAD,Condominium,10,CCR,Freehold,Resale,1,5564664,-,2196,Strata,11 to 15,2534,Jan-17
LEEDON RESIDENCE,LEEDON HEIGHTS,Condominium,10,CCR,Freehold,Resale,1,2480000,-,1044,Strata,06 to 10,2375,Jan-17
SOPHIA HILLS,MOUNT SOPHIA,Condominium,9,CCR,99 yrs lease commencing from 2013,New Sale,1,1504000,-,700,Strata,01 to 05,2150,Jan-17
RV SUITES,RIVER VALLEY ROAD,Apartment,10,CCR,Freehold,Resale,1,940000,-,570,Strata,06 to 10,1648,Jan-17
ALEGRIA,THOMSON ROAD,Apartment,11,CCR,Freehold,Resale,1,880000,-,667,Strata,01 to 05,1319,Jan-17
THE PEAK @ CAIRNHILL II,CAIRNHILL CIRCLE,Apartment,9,CCR,Freehold,Resale,1,2409000,-,904,Strata,16 to 20,2664,Jan-17
OUE TWIN PEAKS,LEONIE HILL ROAD,Condominium,9,CCR,99 yrs lease commencing from 2010,Resale,1,1474000,-,549,Strata,16 to 20,2685,Jan-17
LEEDON RESIDENCE,LEEDON HEIGHTS,Condominium,10,CCR,Freehold,Resale,1,2429450,-,1044,Strata,06 to 10,2327,Jan-17
KASTURINA LODGE,KAY POH ROAD,Apartment,10,CCR,Freehold,Resale,1,1180000,-,840,Strata,06 to 10,1405,Jan-17
THE PEAK @ CAIRNHILL II,CAIRNHILL CIRCLE,Apartment,9,CCR,Freehold,Resale,1,2375000,-,829,Strata,16 to 20,2865,Jan-17
SOLEIL @ SINARAN,SINARAN DRIVE,Condominium,11,CCR,99 yrs lease commencing from 2006,Resale,1,877000,-,495,Strata,06 to 10,1771,Jan-17
GRAMERCY PARK,GRANGE ROAD,Condominium,10,CCR,Freehold,Resale,1,5469930,-,2174,Strata,06 to 10,2516,Jan-17
NASSIM PARK RESIDENCES,NASSIM ROAD,Condominium,10,CCR,Freehold,Resale,1,12500000,-,3466,Strata,01 to 05,3606,Jan-17
TREVOSE PARK,TREVOSE CRESCENT,Condominium,11,CCR,Freehold,Resale,1,3600000,-,2196,Strata,01 to 05,1639,Jan-17
THE TESSARINA,WILBY ROAD,Condominium,10,CCR,Freehold,Resale,1,1800000,-,1367,Strata,01 to 05,1317,Jan-17
D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,Resale,1,2020000,-,1356,Strata,11 to 15,1489,Jan-17
THE RISE @ OXLEY - RESIDENCES,OXLEY RISE,Apartment,9,CCR,Freehold,New Sale,1,1556828,-,667,Strata,06 to 10,2333,Jan-17
26 NEWTON,NEWTON ROAD,Apartment,11,CCR,Freehold,New Sale,1,1132000,-,484,Strata,21 to 25,2337,Jan-17
THE PEAK @ CAIRNHILL II,CAIRNHILL CIRCLE,Apartment,9,CCR,Freehold,Resale,1,2415000,-,904,Strata,11 to 15,2671,Jan-17
THE SIERRA,MOUNT SINAI DRIVE,Apartment,10,CCR,947 yrs lease commencing from 1937,Resale,1,855000,-,667,Strata,06 to 10,1281,Jan-17
CLAYMORE PLAZA,CLAYMORE HILL,Apartment,9,CCR,Freehold,Resale,1,1450000,-,797,Strata,06 to 10,1820,Jan-17
6 DERBYSHIRE,DERBYSHIRE ROAD,Condominium,11,CCR,Freehold,New Sale,1,1726952,-,732,Strata,21 to 25,2359,Jan-17
RESIDENCES @ EVELYN,EVELYN ROAD,Condominium,11,CCR,Freehold,Resale,1,2520000,-,1539,Strata,21 to 25,1637,Jan-17
DUCHESS RESIDENCES,DUCHESS AVENUE,Condominium,10,CCR,999 yrs lease commencing from 1875,Resale,1,3250000,-,2756,Strata,01 to 05,1179,Jan-17
THE MARBELLA,MOUNT SINAI RISE,Condominium,10,CCR,Freehold,Resale,1,2440000,-,1582,Strata,16 to 20,1542,Jan-17
OLEANAS RESIDENCE,KIM YAM ROAD,Condominium,9,CCR,Freehold,Resale,1,1668000,-,1141,Strata,06 to 10,1462,Jan-17
SPRING GROVE,GRANGE ROAD,Condominium,10,CCR,99 yrs lease commencing from 1991,Resale,1,1300000,-,1012,Strata,01 to 05,1285,Jan-17
RV RESIDENCES,RIVER VALLEY ROAD,Condominium,10,CCR,999 yrs lease commencing from 1877,Resale,1,1483000,-,689,Strata,01 to 05,2153,Jan-17
OUE TWIN PEAKS,LEONIE HILL ROAD,Condominium,9,CCR,99 yrs lease commencing from 2010,Resale,1,1815800,-,570,Strata,21 to 25,3183,Jan-17
26 NEWTON,NEWTON ROAD,Apartment,11,CCR,Freehold,New Sale,1,1080000,-,474,Strata,06 to 10,2280,Jan-17
SUITES @ NEWTON,SURREY ROAD,Apartment,11,CCR,Freehold,Resale,1,920000,-,484,Strata,16 to 20,1899,Jan-17
D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,Resale,1,3750000,-,4133,Strata,01 to 05,907,Jan-17
OUE TWIN PEAKS,LEONIE HILL ROAD,Condominium,9,CCR,99 yrs lease commencing from 2010,Resale,1,3617280,-,1399,Strata,16 to 20,2585,Jan-17
D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,Resale,1,3750000,-,4144,Strata,01 to 05,905,Jan-17
THE TRESOR,DUCHESS ROAD,Condominium,10,CCR,999 yrs lease commencing from 1875,Resale,1,2200000,-,1421,Strata,01 to 05,1548,Jan-17
GRAMERCY PARK,GRANGE ROAD,Condominium,10,CCR,Freehold,Resale,1,7149600,-,2648,Strata,16 to 20,2700,Jan-17
THE RISE @ OXLEY - RESIDENCES,OXLEY RISE,Apartment,9,CCR,Freehold,New Sale,1,1548000,-,646,Strata,06 to 10,2397,Jan-17
OUE TWIN PEAKS,LEONIE HILL ROAD,Condominium,9,CCR,99 yrs lease commencing from 2010,Resale,1,1753000,-,570,Strata,21 to 25,3073,Jan-17
OUE TWIN PEAKS,LEONIE HILL ROAD,Condominium,9,CCR,99 yrs lease commencing from 2010,Resale,1,1443800,-,549,Strata,16 to 20,2630,Jan-17
PEACE CENTRE/MANSIONS,SOPHIA ROAD,Apartment,9,CCR,99 yrs lease commencing from 1970,Resale,1,1320000,-,2605,Strata,11 to 15,507,Jan-17
SOLEIL @ SINARAN,SINARAN DRIVE,Condominium,11,CCR,99 yrs lease commencing from 2006,Resale,1,2638000,-,1722,Strata,11 to 15,1532,Jan-17
PARK INFINIA AT WEE NAM,LINCOLN ROAD,Condominium,11,CCR,Freehold,Resale,1,2550000,-,1464,Strata,11 to 15,1742,Jan-17
THE RISE @ OXLEY - RESIDENCES,OXLEY RISE,Apartment,9,CCR,Freehold,New Sale,1,1495000,-,646,Strata,01 to 05,2315,Jan-17
CYAN,KENG CHIN ROAD,Condominium,10,CCR,Freehold,Resale,1,1350000,-,689,Strata,01 to 05,1960,Jan-17
THE EQUATORIAL,STEVENS ROAD,Condominium,10,CCR,Freehold,Resale,1,1800000,-,1249,Strata,01 to 05,1442,Jan-17
OUE TWIN PEAKS,LEONIE HILL ROAD,Condominium,9,CCR,99 yrs lease commencing from 2010,Resale,1,3090700,-,1055,Strata,21 to 25,2930,Jan-17
GRAMERCY PARK,GRANGE ROAD,Condominium,10,CCR,Freehold,Resale,1,5819200,-,2174,Strata,16 to 20,2676,Jan-17
SOLEIL @ SINARAN,SINARAN DRIVE,Condominium,11,CCR,99 yrs lease commencing from 2006,Resale,1,1750000,-,936,Strata,31 to 35,1869,Jan-17
THE RISE @ OXLEY - RESIDENCES,OXLEY RISE,Apartment,9,CCR,Freehold,New Sale,1,1572000,-,667,Strata,06 to 10,2356,Jan-17
SOPHIA HILLS,MOUNT SOPHIA,Condominium,9,CCR,99 yrs lease commencing from 2013,New Sale,1,1416000,-,700,Strata,01 to 05,2024,Jan-17
VISIONCREST,OXLEY RISE,Apartment,9,CCR,Freehold,Resale,1,1600000,-,743,Strata,06 to 10,2154,Jan-17
URBAN SUITES,HULLET ROAD,Condominium,9,CCR,Freehold,Resale,1,5150000,-,2045,Strata,06 to 10,2518,Jan-17
VIZ AT HOLLAND,QUEENSWAY,Condominium,10,CCR,Freehold,Resale,1,1328000,-,861,Strata,01 to 05,1542,Jan-17
SOPHIA HILLS,MOUNT SOPHIA,Condominium,9,CCR,99 yrs lease commencing from 2013,New Sale,1,1068000,-,506,Strata,01 to 05,2111,Jan-17
CAIRNHILL PLAZA,CAIRNHILL ROAD,Apartment,9,CCR,Freehold,Resale,1,3660000,-,2820,Strata,21 to 25,1298,Jan-17
WATERMARK ROBERTSON QUAY,RODYK STREET,Apartment,9,CCR,Freehold,Resale,1,1800000,-,1076,Strata,01 to 05,1672,Jan-17
TIARA,KIM SENG WALK,Condominium,9,CCR,Freehold,Resale,1,1888000,-,1346,Strata,01 to 05,1403,Jan-17
6 DERBYSHIRE,DERBYSHIRE ROAD,Condominium,11,CCR,Freehold,New Sale,1,1132774,-,517,Strata,11 to 15,2192,Jan-17
GRANGE RESIDENCES,GRANGE ROAD,Condominium,10,CCR,Freehold,Resale,1,6850000,-,2669,Strata,06 to 10,2566,Jan-17
HILLTOPS,CAIRNHILL CIRCLE,Condominium,9,CCR,Freehold,Resale,1,4900000,-,1733,Strata,06 to 10,2827,Jan-17
KUIE PONG LOFT,ROBIN WALK,Apartment,10,CCR,Freehold,Resale,1,1800000,-,1453,Strata,01 to 05,1239,Jan-17
GRANGE RESIDENCES,GRANGE ROAD,Condominium,10,CCR,Freehold,Resale,1,8300000,-,2852,Strata,11 to 15,2910,Jan-17
TIARA,KIM SENG WALK,Condominium,9,CCR,Freehold,Resale,1,2050000,-,1302,Strata,21 to 25,1574,Jan-17
THE ASANA,QUEEN'S ROAD,Apartment,10,CCR,Freehold,New Sale,1,1668000,-,764,Strata,01 to 05,2183,Jan-17
THE BOULEVARD RESIDENCE,CUSCADEN WALK,Apartment,10,CCR,Freehold,Resale,1,4400000,-,2034,Strata,11 to 15,2163,Jan-17
LEONIE SUITES,LEONIE HILL,Apartment,9,CCR,99 yrs lease commencing from 2002,Resale,1,1400000,-,936,Strata,01 to 05,1495,Jan-17
LIV ON WILKIE,WILKIE TERRACE,Apartment,9,CCR,Freehold,New Sale,1,1273140,-,560,Strata,01 to 05,2275,Jan-17
LIV ON WILKIE,WILKIE TERRACE,Apartment,9,CCR,Freehold,New Sale,1,1248390,-,549,Strata,01 to 05,2274,Jan-17
SOPHIA HILLS,MOUNT SOPHIA,Condominium,9,CCR,99 yrs lease commencing from 2013,New Sale,1,1403150,-,700,Strata,01 to 05,2005,Jan-17
LIV ON WILKIE,WILKIE TERRACE,Apartment,9,CCR,Freehold,New Sale,1,1286000,-,560,Strata,01 to 05,2298,Jan-17
RV EDGE,SHANGHAI ROAD,Apartment,10,CCR,Freehold,Resale,1,1350000,-,936,Strata,06 to 10,1442,Jan-17
CENTENNIA SUITES,KIM SENG ROAD,Condominium,9,CCR,Freehold,Resale,1,4478000,-,2239,Strata,21 to 25,2000,Jan-17
SYLVAN LODGE,HOLLAND ROAD,Apartment,10,CCR,Freehold,Resale,1,950000,-,786,Strata,01 to 05,1209,Jan-17
SOPHIA HILLS,MOUNT SOPHIA,Condominium,9,CCR,99 yrs lease commencing from 2013,New Sale,1,1331000,-,700,Strata,01 to 05,1902,Jan-17
SOPHIA HILLS,MOUNT SOPHIA,Condominium,9,CCR,99 yrs lease commencing from 2013,New Sale,1,1368000,-,700,Strata,01 to 05,1955,Jan-17
ESPADA,ST. THOMAS WALK,Apartment,9,CCR,Freehold,Resale,1,838000,-,355,Strata,01 to 05,2359,Jan-17
NATHAN RESIDENCES,NATHAN ROAD,Apartment,10,CCR,Freehold,Resale,1,950000,-,592,Strata,01 to 05,1605,Jan-17
PARC SOPHIA,ADIS ROAD,Apartment,9,CCR,Freehold,Resale,1,1010000,-,667,Strata,01 to 05,1513,Jan-17
8 @ MOUNT SOPHIA,MOUNT SOPHIA,Condominium,9,CCR,103 yrs lease commencing from 2002,Resale,1,1750000,-,1184,Strata,01 to 05,1478,Jan-17
THE QUAYSIDE,ROBERTSON QUAY,Apartment,9,CCR,99 yrs lease commencing from 1994,Resale,1,4075000,-,3229,Strata,06 to 10,1262,Jan-17
OUE TWIN PEAKS,LEONIE HILL ROAD,Condominium,9,CCR,99 yrs lease commencing from 2010,Resale,1,1600000,-,549,Strata,16 to 20,2915,Jan-17
MARTIN NO 38,MARTIN ROAD,Apartment,9,CCR,Freehold,Resale,1,2180000,-,969,Strata,01 to 05,2250,Jan-17
ASPEN HEIGHTS,RIVER VALLEY ROAD,Condominium,9,CCR,999 yrs lease commencing from 1841,Resale,1,1880000,-,1324,Strata,01 to 05,1420,Jan-17
DUNEARN SUITES,DUNEARN ROAD,Apartment,11,CCR,Freehold,Resale,1,735000,-,409,Strata,01 to 05,1797,Jan-17
LUMA,RIVER VALLEY GROVE,Apartment,9,CCR,Freehold,Resale,1,1570000,-,904,Strata,06 to 10,1736,Jan-17
THE ARC AT DRAYCOTT,DRAYCOTT DRIVE,Apartment,10,CCR,Freehold,Resale,1,3080000,-,1432,Strata,31 to 35,2151,Jan-17
ROBIN RESIDENCES,ROBIN DRIVE,Condominium,10,CCR,Freehold,Resale,1,3480000,-,1464,Strata,01 to 05,2377,Jan-17
