project_name,street_name,type,postal_district,market_segment,tenure,type_of_sale,no_of_units,price_in_sgd,nett_price,area_sqft,type_of_area,floor_level,unit_price_psf,date_of_sale
SCOTTS 28,SCOTTS ROAD,Condominium,9,CCR,Freehold,Resale,1,4600000,-,2034,Strata,16 to 20,2261,Oct-19
368 THOMSON,THOMSON ROAD,Condominium,11,CCR,Freehold,Resale,1,1470000,-,883,Strata,11 to 15,1665,Oct-19
NEU AT NOVENA,MOULMEIN RISE,Apartment,11,CCR,Freehold,New Sale,1,3295000,-,1302,Strata,06 to 10,2530,Oct-19
BALMORAL HEIGHTS,BALMORAL CRESCENT,Apartment,10,CCR,Freehold,Resale,1,2181000,-,1163,Strata,06 to 10,1876,Oct-19
FOURTH AVENUE RESIDENCES,FOURTH AVENUE,Apartment,10,CCR,99 yrs lease commencing from 2018,New Sale,1,1676000,-,710,Strata,01 to 05,2359,Oct-19
NEU AT NOVENA,MOULMEIN RISE,Apartment,11,CCR,Freehold,New Sale,1,1899000,-,657,Strata,16 to 20,2892,Oct-19
SKY@ELEVEN,THOMSON LANE,Condominium,11,CCR,Freehold,Resale,1,3700000,-,2271,Strata,21 to 25,1629,Oct-19
STARLIGHT SUITES,RIVER VALLEY CLOSE,Apartment,9,CCR,Freehold,Resale,1,2070000,-,1076,Strata,21 to 25,1923,Oct-19
NEU AT NOVENA,MOULMEIN RISE,Apartment,11,CCR,Freehold,New Sale,1,2168000,-,861,Strata,01 to 05,2518,Oct-19
THE TRESOR,DUCHESS ROAD,Condominium,10,CCR,999 yrs lease commencing from 1875,Resale,1,4200000,-,2185,Strata,01 to 05,1922,Oct-19
DUCHESS CREST,DUCHESS AVENUE,Condominium,10,CCR,99 yrs lease commencing from 1995,Resale,1,2440000,-,1851,Strata,01 to 05,1318,Oct-19
HOLLYWOOD APARTMENTS,OXLEY RISE,Apartment,9,CCR,Freehold,Resale,1,1632000,-,990,Strata,01 to 05,1648,Oct-19
NEWTON 18,NEWTON ROAD,Apartment,11,CCR,Freehold,Resale,1,1620000,-,926,Strata,06 to 10,1750,Oct-19
UE SQUARE,RIVER VALLEY ROAD,Apartment,9,CCR,929 yrs lease commencing from 1953,Resale,1,1750000,-,1001,Strata,01 to 05,1748,Oct-19
CAVENAGH GARDENS,CAVENAGH ROAD,Apartment,9,CCR,Freehold,Resale,1,1980000,-,1550,Strata,11 to 15,1277,Oct-19
3 CUSCADEN,CUSCADEN WALK,Apartment,10,CCR,Freehold,New Sale,1,1743000,-,463,Strata,16 to 20,3766,Oct-19
THE SOLITAIRE,BALMORAL PARK,Condominium,10,CCR,Freehold,Resale,1,3150000,-,1625,Strata,06 to 10,1938,Oct-19
ORCHARD SCOTTS,ANTHONY ROAD,Condominium,9,CCR,99 yrs lease commencing from 2001,Resale,1,1650000,-,1044,Strata,01 to 05,1580,Oct-19
MON JERVOIS,JERVOIS ROAD,Condominium,10,CCR,99 yrs lease commencing from 2012,Resale,1,5640000,-,3003,Strata,01 to 05,1878,Oct-19
ROYALGREEN,ANAMALAI AVENUE,Condominium,10,CCR,Freehold,New Sale,1,2275000,-,818,Strata,01 to 05,2781,Oct-19
THE LAURELS,CAIRNHILL ROAD,Condominium,9,CCR,Freehold,Resale,1,9600000,-,4768,Strata,16 to 20,2013,Oct-19
ORCHARD SCOTTS,ANTHONY ROAD,Condominium,9,CCR,99 yrs lease commencing from 2001,Resale,1,3200000,-,2282,Strata,11 to 15,1402,Oct-19
FOURTH AVENUE RESIDENCES,FOURTH AVENUE,Apartment,10,CCR,99 yrs lease commencing from 2018,New Sale,1,1754000,-,710,Strata,06 to 10,2469,Oct-19
NEU AT NOVENA,MOULMEIN RISE,Apartment,11,CCR,Freehold,New Sale,1,1607000,-,570,Strata,16 to 20,2817,Oct-19
ROYALGREEN,ANAMALAI AVENUE,Condominium,10,CCR,Freehold,New Sale,1,1981000,-,721,Strata,01 to 05,2747,Oct-19
NEU AT NOVENA,MOULMEIN RISE,Apartment,11,CCR,Freehold,New Sale,1,1567000,-,549,Strata,16 to 20,2854,Oct-19
ROYALGREEN,ANAMALAI AVENUE,Condominium,10,CCR,Freehold,New Sale,1,2678000,-,990,Strata,01 to 05,2704,Oct-19
NEU AT NOVENA,MOULMEIN RISE,Apartment,11,CCR,Freehold,New Sale,1,1767000,-,657,Strata,11 to 15,2691,Oct-19
NEU AT NOVENA,MOULMEIN RISE,Apartment,11,CCR,Freehold,New Sale,1,1451000,-,570,Strata,06 to 10,2543,Oct-19
NEU AT NOVENA,MOULMEIN RISE,Apartment,11,CCR,Freehold,New Sale,1,1435000,-,570,Strata,06 to 10,2515,Oct-19
NEU AT NOVENA,MOULMEIN RISE,Apartment,11,CCR,Freehold,New Sale,1,1395000,-,549,Strata,06 to 10,2541,Oct-19
3 CUSCADEN,CUSCADEN WALK,Apartment,10,CCR,Freehold,New Sale,1,2614433,-,732,Strata,06 to 10,3572,Oct-19
NEU AT NOVENA,MOULMEIN RISE,Apartment,11,CCR,Freehold,New Sale,1,1379000,-,549,Strata,01 to 05,2512,Oct-19
NEU AT NOVENA,MOULMEIN RISE,Apartment,11,CCR,Freehold,New Sale,1,1467000,-,570,Strata,11 to 15,2571,Oct-19
NEU AT NOVENA,MOULMEIN RISE,Apartment,11,CCR,Freehold,New Sale,1,1395000,-,570,Strata,01 to 05,2445,Oct-19
NEU AT NOVENA,MOULMEIN RISE,Apartment,11,CCR,Freehold,New Sale,1,1719000,-,657,Strata,06 to 10,2618,Oct-19
NEU AT NOVENA,MOULMEIN RISE,Apartment,11,CCR,Freehold,New Sale,1,1411000,-,570,Strata,01 to 05,2473,Oct-19
NEU AT NOVENA,MOULMEIN RISE,Apartment,11,CCR,Freehold,New Sale,1,2340000,-,818,Strata,16 to 20,2860,Oct-19
NEU AT NOVENA,MOULMEIN RISE,Apartment,11,CCR,Freehold,New Sale,1,1355000,-,549,Strata,01 to 05,2468,Oct-19
NEU AT NOVENA,MOULMEIN RISE,Apartment,11,CCR,Freehold,New Sale,1,1363000,-,549,Strata,01 to 05,2483,Oct-19
NEU AT NOVENA,MOULMEIN RISE,Apartment,11,CCR,Freehold,New Sale,1,1399000,-,549,Strata,06 to 10,2548,Oct-19
NEU AT NOVENA,MOULMEIN RISE,Apartment,11,CCR,Freehold,New Sale,1,1399000,-,570,Strata,01 to 05,2452,Oct-19
NEU AT NOVENA,MOULMEIN RISE,Apartment,11,CCR,Freehold,New Sale,1,3475000,-,1302,Strata,16 to 20,2668,Oct-19
NEU AT NOVENA,MOULMEIN RISE,Apartment,11,CCR,Freehold,New Sale,1,1728000,-,646,Strata,11 to 15,2676,Oct-19
NEU AT NOVENA,MOULMEIN RISE,Apartment,11,CCR,Freehold,New Sale,1,1736000,-,646,Strata,11 to 15,2688,Oct-19
NEU AT NOVENA,MOULMEIN RISE,Apartment,11,CCR,Freehold,New Sale,1,2160000,-,818,Strata,06 to 10,2640,Oct-19
NEU AT NOVENA,MOULMEIN RISE,Apartment,11,CCR,Freehold,New Sale,1,1427000,-,549,Strata,11 to 15,2599,Oct-19
NEU AT NOVENA,MOULMEIN RISE,Apartment,11,CCR,Freehold,New Sale,1,1387000,-,549,Strata,06 to 10,2527,Oct-19
NEU AT NOVENA,MOULMEIN RISE,Apartment,11,CCR,Freehold,New Sale,1,1687000,-,657,Strata,01 to 05,2569,Oct-19
NEU AT NOVENA,MOULMEIN RISE,Apartment,11,CCR,Freehold,New Sale,1,1387000,-,570,Strata,01 to 05,2431,Oct-19
NEU AT NOVENA,MOULMEIN RISE,Apartment,11,CCR,Freehold,New Sale,1,1419000,-,570,Strata,06 to 10,2487,Oct-19
NEU AT NOVENA,MOULMEIN RISE,Apartment,11,CCR,Freehold,New Sale,1,2150000,-,818,Strata,06 to 10,2628,Oct-19
NEU AT NOVENA,MOULMEIN RISE,Apartment,11,CCR,Freehold,New Sale,1,1475000,-,570,Strata,11 to 15,2585,Oct-19
NEU AT NOVENA,MOULMEIN RISE,Apartment,11,CCR,Freehold,New Sale,1,2139000,-,861,Strata,01 to 05,2484,Oct-19
NEU AT NOVENA,MOULMEIN RISE,Apartment,11,CCR,Freehold,New Sale,1,1435000,-,549,Strata,11 to 15,2614,Oct-19
NEU AT NOVENA,MOULMEIN RISE,Apartment,11,CCR,Freehold,New Sale,1,1411000,-,549,Strata,06 to 10,2570,Oct-19
NEU AT NOVENA,MOULMEIN RISE,Apartment,11,CCR,Freehold,New Sale,1,1459000,-,570,Strata,11 to 15,2557,Oct-19
NEU AT NOVENA,MOULMEIN RISE,Apartment,11,CCR,Freehold,New Sale,1,1427000,-,570,Strata,06 to 10,2501,Oct-19
NEU AT NOVENA,MOULMEIN RISE,Apartment,11,CCR,Freehold,New Sale,1,1443000,-,549,Strata,11 to 15,2629,Oct-19
NEU AT NOVENA,MOULMEIN RISE,Apartment,11,CCR,Freehold,New Sale,1,1483000,-,570,Strata,11 to 15,2600,Oct-19
LANGSTON VILLE,KIM YAM ROAD,Apartment,9,CCR,999 yrs lease commencing from 1841,Resale,1,1410000,-,947,Strata,01 to 05,1489,Oct-19
SOPHIA 98,SOPHIA ROAD,Apartment,9,CCR,Freehold,Resale,1,890000,-,592,Strata,01 to 05,1503,Oct-19
HILLCREST ARCADIA,ARCADIA ROAD,Condominium,11,CCR,99 yrs lease commencing from 1975,Resale,1,950000,-,926,Strata,11 to 15,1026,Oct-19
SKY@ELEVEN,THOMSON LANE,Condominium,11,CCR,Freehold,Resale,1,3700000,-,2271,Strata,26 to 30,1629,Oct-19
CAIRNHILL ASTORIA,CAIRNHILL RISE,Apartment,9,CCR,Freehold,Resale,1,3315000,-,1830,Strata,06 to 10,1812,Oct-19
THE CLAYMORE,CLAYMORE ROAD,Condominium,9,CCR,Freehold,Resale,1,10100000,-,3348,Strata,06 to 10,3017,Oct-19
35 GILSTEAD,GILSTEAD ROAD,Apartment,11,CCR,Freehold,New Sale,1,1786286,-,700,Strata,01 to 05,2553,Oct-19
35 GILSTEAD,GILSTEAD ROAD,Apartment,11,CCR,Freehold,New Sale,1,2178125,-,872,Strata,01 to 05,2498,Oct-19
BELMOND GREEN,BALMORAL ROAD,Condominium,10,CCR,Freehold,Resale,1,2530000,-,1335,Strata,06 to 10,1896,Oct-19
THE SOLITAIRE,BALMORAL PARK,Condominium,10,CCR,Freehold,Resale,1,2250000,-,1238,Strata,01 to 05,1818,Oct-19
ROYALGREEN,ANAMALAI AVENUE,Condominium,10,CCR,Freehold,New Sale,1,1841000,-,667,Strata,01 to 05,2759,Oct-19
NEU AT NOVENA,MOULMEIN RISE,Apartment,11,CCR,Freehold,New Sale,1,2057000,-,818,Strata,01 to 05,2514,Oct-19
THE AXIS,MANDALAY ROAD,Apartment,11,CCR,Freehold,Resale,1,1048800,-,753,Strata,01 to 05,1392,Oct-19
GAMBIER COURT,KIM YAM ROAD,Apartment,9,CCR,99 yrs lease commencing from 1997,Resale,1,1580000,-,1163,Strata,06 to 10,1359,Oct-19
FYVE DERBYSHIRE,DERBYSHIRE ROAD,Apartment,11,CCR,Freehold,New Sale,1,2139000,-,936,Strata,11 to 15,2284,Oct-19
FOUR SEASONS PARK,CUSCADEN WALK,Condominium,10,CCR,Freehold,Resale,1,8100000,-,2874,Strata,21 to 25,2818,Oct-19
MARTIN MODERN,MARTIN PLACE,Condominium,9,CCR,99 yrs lease commencing from 2016,New Sale,1,4482100,-,1733,Strata,06 to 10,2586,Oct-19
PARC EMILY,MOUNT EMILY ROAD,Condominium,9,CCR,Freehold,Resale,1,1695000,-,893,Strata,06 to 10,1897,Oct-19
PATERSON SUITES,PATERSON ROAD,Condominium,9,CCR,Freehold,Resale,1,4348610,-,1679,Strata,06 to 10,2590,Oct-19
NINETEEN SHELFORD ROAD,SHELFORD ROAD,Condominium,11,CCR,Freehold,Resale,1,1838000,-,1163,Strata,01 to 05,1581,Oct-19
REGENCY PARK,NATHAN ROAD,Condominium,10,CCR,Freehold,Resale,1,5300000,-,3175,Strata,06 to 10,1669,Oct-19
NEU AT NOVENA,MOULMEIN RISE,Apartment,11,CCR,Freehold,New Sale,1,1400000,-,570,Strata,06 to 10,2454,Oct-19
LEONIE HILL RESIDENCES,LEONIE HILL ROAD,Apartment,9,CCR,Freehold,Resale,1,2537500,-,1141,Strata,16 to 20,2224,Oct-19
THE MARQ ON PATERSON HILL,PATERSON HILL,Condominium,9,CCR,Freehold,Resale,1,29500000,-,6308,Strata,06 to 10,4677,Oct-19
ROYALGREEN,ANAMALAI AVENUE,Condominium,10,CCR,Freehold,New Sale,1,2670000,-,980,Strata,01 to 05,2726,Oct-19
8 NAPIER,NAPIER ROAD,Condominium,10,CCR,Freehold,Resale,1,5800000,-,2013,Strata,01 to 05,2881,Oct-19
ROYALGREEN,ANAMALAI AVENUE,Condominium,10,CCR,Freehold,New Sale,1,2826000,-,1066,Strata,01 to 05,2652,Oct-19
BEVERLY HILL,GRANGE ROAD,Condominium,10,CCR,Freehold,Resale,1,8100000,-,3778,Strata,11 to 15,2144,Oct-19
MARTINA MANSIONS,BUKIT TIMAH ROAD,Apartment,10,CCR,Freehold,Resale,1,2300000,-,1259,Strata,06 to 10,1826,Oct-19
BOULEVARD 88,ORCHARD BOULEVARD,Apartment,10,CCR,Freehold,New Sale,1,10483200,-,2777,Strata,11 to 15,3775,Oct-19
D'EVELYN,EVELYN ROAD,Apartment,11,CCR,Freehold,Resale,1,1680000,-,1087,Strata,01 to 05,1545,Oct-19
ROBIN RESIDENCES,ROBIN DRIVE,Condominium,10,CCR,Freehold,Resale,1,3900000,-,1550,Strata,01 to 05,2516,Oct-19
OXLEY RESIDENCE,OXLEY ROAD,Condominium,9,CCR,Freehold,Resale,1,6175200,-,2573,Strata,01 to 05,2400,Oct-19
ROYALGREEN,ANAMALAI AVENUE,Condominium,10,CCR,Freehold,New Sale,1,2848000,-,1066,Strata,01 to 05,2673,Oct-19
THE ENCLAVE . HOLLAND,HOLLAND ROAD,Apartment,10,CCR,Freehold,New Sale,1,1642500,1620000,657,Strata,01 to 05,2467,Oct-19
LEONIE HILL RESIDENCES,LEONIE HILL ROAD,Apartment,9,CCR,Freehold,Resale,1,2300000,-,1141,Strata,06 to 10,2016,Oct-19
MIRO,LINCOLN ROAD,Apartment,11,CCR,Freehold,Resale,1,2950000,-,1938,Strata,11 to 15,1523,Oct-19
THE CLAYMORE,CLAYMORE ROAD,Condominium,9,CCR,Freehold,Resale,1,8950000,-,3348,Strata,21 to 25,2674,Oct-19
BALMORAL TOWER,BALMORAL ROAD,Condominium,10,CCR,Freehold,Resale,1,4000000,-,2497,Strata,11 to 15,1602,Oct-19
THE SOLITAIRE,BALMORAL PARK,Condominium,10,CCR,Freehold,Resale,1,3988888,-,2164,Strata,06 to 10,1844,Oct-19
8 SAINT THOMAS,ST. THOMAS WALK,Condominium,9,CCR,Freehold,Resale,1,4068000,-,1302,Strata,26 to 30,3123,Oct-19
MARTIN MODERN,MARTIN PLACE,Condominium,9,CCR,99 yrs lease commencing from 2016,New Sale,1,4527700,-,1733,Strata,06 to 10,2613,Oct-19
THE SHELFORD,SHELFORD ROAD,Condominium,11,CCR,Freehold,Resale,1,2910000,-,1453,Strata,01 to 05,2003,Oct-19
PINEWOOD GARDENS,BALMORAL PARK,Condominium,10,CCR,Freehold,Resale,1,3270000,-,1948,Strata,01 to 05,1678,Oct-19
ROYALGREEN,ANAMALAI AVENUE,Condominium,10,CCR,Freehold,New Sale,1,2838000,-,1066,Strata,01 to 05,2663,Oct-19
WILSHIRE RESIDENCES,FARRER ROAD,Apartment,10,CCR,Freehold,New Sale,1,1324760,-,603,Strata,11 to 15,2198,Oct-19
3 CUSCADEN,CUSCADEN WALK,Apartment,10,CCR,Freehold,New Sale,1,1564607,-,474,Strata,01 to 05,3304,Oct-19
ROYALGREEN,ANAMALAI AVENUE,Condominium,10,CCR,Freehold,New Sale,1,3977000,-,1432,Strata,01 to 05,2778,Oct-19
ROYALGREEN,ANAMALAI AVENUE,Condominium,10,CCR,Freehold,New Sale,1,4000000,-,1432,Strata,01 to 05,2794,Oct-19
ROYALGREEN,ANAMALAI AVENUE,Condominium,10,CCR,Freehold,New Sale,1,2870000,-,1066,Strata,01 to 05,2693,Oct-19
ROYALGREEN,ANAMALAI AVENUE,Condominium,10,CCR,Freehold,New Sale,1,1809000,-,667,Strata,01 to 05,2711,Oct-19
ROYALGREEN,ANAMALAI AVENUE,Condominium,10,CCR,Freehold,New Sale,1,2950000,-,1076,Strata,01 to 05,2741,Oct-19
ROYALGREEN,ANAMALAI AVENUE,Condominium,10,CCR,Freehold,New Sale,1,1951000,-,721,Strata,01 to 05,2705,Oct-19
ROYALGREEN,ANAMALAI AVENUE,Condominium,10,CCR,Freehold,New Sale,1,1884000,-,721,Strata,01 to 05,2612,Oct-19
ROYALGREEN,ANAMALAI AVENUE,Condominium,10,CCR,Freehold,New Sale,1,4112000,-,1475,Strata,01 to 05,2788,Oct-19
ROYALGREEN,ANAMALAI AVENUE,Condominium,10,CCR,Freehold,New Sale,1,4007000,-,1432,Strata,01 to 05,2799,Oct-19
ROYALGREEN,ANAMALAI AVENUE,Condominium,10,CCR,Freehold,New Sale,1,4128000,-,1432,Strata,01 to 05,2883,Oct-19
ROYALGREEN,ANAMALAI AVENUE,Condominium,10,CCR,Freehold,New Sale,1,1819000,-,667,Strata,01 to 05,2726,Oct-19
ROYALGREEN,ANAMALAI AVENUE,Condominium,10,CCR,Freehold,New Sale,1,2698000,-,980,Strata,01 to 05,2754,Oct-19
ROYALGREEN,ANAMALAI AVENUE,Condominium,10,CCR,Freehold,New Sale,1,1832000,-,667,Strata,01 to 05,2745,Oct-19
ROYALGREEN,ANAMALAI AVENUE,Condominium,10,CCR,Freehold,New Sale,1,1805000,-,667,Strata,01 to 05,2705,Oct-19
ROYALGREEN,ANAMALAI AVENUE,Condominium,10,CCR,Freehold,New Sale,1,2498000,-,926,Strata,01 to 05,2698,Oct-19
ROYALGREEN,ANAMALAI AVENUE,Condominium,10,CCR,Freehold,New Sale,1,2824000,-,1066,Strata,01 to 05,2650,Oct-19
ROYALGREEN,ANAMALAI AVENUE,Condominium,10,CCR,Freehold,New Sale,1,2275000,-,818,Strata,01 to 05,2781,Oct-19
ROYALGREEN,ANAMALAI AVENUE,Condominium,10,CCR,Freehold,New Sale,1,2187000,-,775,Strata,01 to 05,2822,Oct-19
ROYALGREEN,ANAMALAI AVENUE,Condominium,10,CCR,Freehold,New Sale,1,2654000,-,980,Strata,01 to 05,2709,Oct-19
ROYALGREEN,ANAMALAI AVENUE,Condominium,10,CCR,Freehold,New Sale,1,1971000,-,721,Strata,01 to 05,2733,Oct-19
ROYALGREEN,ANAMALAI AVENUE,Condominium,10,CCR,Freehold,New Sale,1,1837000,-,667,Strata,01 to 05,2753,Oct-19
ROYALGREEN,ANAMALAI AVENUE,Condominium,10,CCR,Freehold,New Sale,1,2524000,-,926,Strata,01 to 05,2727,Oct-19
ROYALGREEN,ANAMALAI AVENUE,Condominium,10,CCR,Freehold,New Sale,1,1990000,-,721,Strata,01 to 05,2759,Oct-19
ROYALGREEN,ANAMALAI AVENUE,Condominium,10,CCR,Freehold,New Sale,1,2175000,-,775,Strata,01 to 05,2806,Oct-19
ROYALGREEN,ANAMALAI AVENUE,Condominium,10,CCR,Freehold,New Sale,1,1828000,-,667,Strata,01 to 05,2739,Oct-19
ROYALGREEN,ANAMALAI AVENUE,Condominium,10,CCR,Freehold,New Sale,1,2577000,-,926,Strata,01 to 05,2784,Oct-19
ROYALGREEN,ANAMALAI AVENUE,Condominium,10,CCR,Freehold,New Sale,1,1990000,-,721,Strata,01 to 05,2759,Oct-19
ROYALGREEN,ANAMALAI AVENUE,Condominium,10,CCR,Freehold,New Sale,1,2235000,-,818,Strata,01 to 05,2732,Oct-19
MINBU VILLA,MINBU ROAD,Apartment,11,CCR,Freehold,Resale,1,3100000,-,2519,Strata,06 to 10,1231,Oct-19
BOULEVARD 88,ORCHARD BOULEVARD,Apartment,10,CCR,Freehold,New Sale,1,4625100,-,1313,Strata,06 to 10,3522,Oct-19
DUNEARN SUITES,DUNEARN ROAD,Apartment,11,CCR,Freehold,Resale,1,735000,-,420,Strata,01 to 05,1751,Oct-19
HAUS ON HANDY,HANDY ROAD,Condominium,9,CCR,99 yrs lease commencing from 2018,New Sale,1,1314400,-,463,Strata,01 to 05,2840,Oct-19
THE METZ,DEVONSHIRE ROAD,Condominium,9,CCR,Freehold,Resale,1,2200000,-,1023,Strata,11 to 15,2151,Oct-19
MARTIN MODERN,MARTIN PLACE,Condominium,9,CCR,99 yrs lease commencing from 2016,New Sale,1,3714000,-,1421,Strata,06 to 10,2614,Oct-19
8 SAINT THOMAS,ST. THOMAS WALK,Condominium,9,CCR,Freehold,Resale,1,1750000,-,549,Strata,21 to 25,3188,Oct-19
KIM SIA COURT,JALAN JINTAN,Apartment,9,CCR,Freehold,Resale,1,1850000,-,1066,Strata,06 to 10,1736,Oct-19
THE RITZ-CARLTON RESIDENCES SINGAPORE CAIRNHILL,CAIRNHILL ROAD,Apartment,9,CCR,Freehold,Resale,2,20000000,-,5662,Strata,11 to 15,3532,Oct-19
REGENCY PARK,NATHAN ROAD,Condominium,10,CCR,Freehold,Resale,1,6980000,-,3649,Strata,01 to 05,1913,Oct-19
SOLEIL @ SINARAN,SINARAN DRIVE,Condominium,11,CCR,99 yrs lease commencing from 2006,Resale,1,1700000,-,1464,Strata,01 to 05,1161,Oct-19
THE LIGHT @ CAIRNHILL,CAIRNHILL CIRCLE,Condominium,9,CCR,Freehold,Resale,1,1800000,-,840,Strata,B1 to B5,2144,Oct-19
RV RESIDENCES,RIVER VALLEY ROAD,Condominium,10,CCR,999 yrs lease commencing from 1877,Resale,1,1811888,-,861,Strata,06 to 10,2104,Oct-19
SOLEIL @ SINARAN,SINARAN DRIVE,Condominium,11,CCR,99 yrs lease commencing from 2006,Resale,1,1050000,-,581,Strata,31 to 35,1806,Oct-19
8 SAINT THOMAS,ST. THOMAS WALK,Condominium,9,CCR,Freehold,Resale,1,1560000,-,441,Strata,11 to 15,3535,Oct-19
THE SPINNAKER,SUFFOLK ROAD,Apartment,11,CCR,Freehold,Resale,1,1900000,-,1335,Strata,01 to 05,1424,Oct-19
L'VIV,NEWTON ROAD,Apartment,11,CCR,Freehold,Resale,1,1288000,-,614,Strata,16 to 20,2099,Oct-19
8 SAINT THOMAS,ST. THOMAS WALK,Condominium,9,CCR,Freehold,Resale,1,1569000,-,506,Strata,06 to 10,3101,Oct-19
PARK INFINIA AT WEE NAM,LINCOLN ROAD,Condominium,11,CCR,Freehold,Resale,1,3050000,-,1421,Strata,26 to 30,2147,Oct-19
RIVERGATE,ROBERTSON QUAY,Apartment,9,CCR,Freehold,Resale,1,3880000,-,1787,Strata,11 to 15,2171,Oct-19
SCOTTS SQUARE,SCOTTS ROAD,Apartment,9,CCR,Freehold,Resale,1,2180000,-,635,Strata,21 to 25,3433,Oct-19
THE TRESOR,DUCHESS ROAD,Condominium,10,CCR,999 yrs lease commencing from 1875,Resale,1,3700000,-,1873,Strata,01 to 05,1976,Oct-19
SKY@ELEVEN,THOMSON LANE,Condominium,11,CCR,Freehold,Resale,1,4500000,-,2713,Strata,36 to 40,1659,Oct-19
HAUS ON HANDY,HANDY ROAD,Condominium,9,CCR,99 yrs lease commencing from 2018,New Sale,1,1972800,-,678,Strata,06 to 10,2909,Oct-19
THE VERMONT ON CAIRNHILL,CAIRNHILL RISE,Apartment,9,CCR,Freehold,Resale,1,3080000,-,1442,Strata,06 to 10,2135,Oct-19
SCOTTS SQUARE,SCOTTS ROAD,Apartment,9,CCR,Freehold,Resale,1,2370000,-,635,Strata,31 to 35,3732,Oct-19
THE MARQ ON PATERSON HILL,PATERSON HILL,Condominium,9,CCR,Freehold,Resale,1,25500000,-,6232,Strata,11 to 15,4092,Oct-19
THE TRIZON,RIDGEWOOD CLOSE,Condominium,10,CCR,Freehold,Resale,1,1700000,-,1012,Strata,06 to 10,1680,Oct-19
PATERSON SUITES,PATERSON ROAD,Condominium,9,CCR,Freehold,Resale,1,4380000,-,1776,Strata,16 to 20,2466,Oct-19
THE MARQ ON PATERSON HILL,PATERSON HILL,Condominium,9,CCR,Freehold,Resale,1,25000000,-,6232,Strata,16 to 20,4011,Oct-19
THE ARCADIA,ARCADIA ROAD,Condominium,11,CCR,99 yrs lease commencing from 1979,Resale,1,3700000,-,3714,Strata,06 to 10,996,Oct-19
HAUS ON HANDY,HANDY ROAD,Condominium,9,CCR,99 yrs lease commencing from 2018,New Sale,1,1294400,-,452,Strata,06 to 10,2863,Oct-19
THE GLYNDEBOURNE,TREVOSE CRESCENT,Condominium,11,CCR,Freehold,Resale,1,3200000,-,1475,Strata,01 to 05,2170,Oct-19
PATERSON SUITES,PATERSON ROAD,Condominium,9,CCR,Freehold,Resale,1,5060000,-,2228,Strata,01 to 05,2271,Oct-19
HAUS ON HANDY,HANDY ROAD,Condominium,9,CCR,99 yrs lease commencing from 2018,New Sale,1,2128000,-,743,Strata,06 to 10,2865,Oct-19
WILSHIRE RESIDENCES,FARRER ROAD,Apartment,10,CCR,Freehold,New Sale,1,1219343,-,463,Strata,11 to 15,2634,Oct-19
FOURTH AVENUE RESIDENCES,FOURTH AVENUE,Apartment,10,CCR,99 yrs lease commencing from 2018,New Sale,1,1600000,-,689,Strata,01 to 05,2323,Oct-19
FYVE DERBYSHIRE,DERBYSHIRE ROAD,Apartment,11,CCR,Freehold,New Sale,1,2149000,-,936,Strata,11 to 15,2295,Oct-19
3 CUSCADEN,CUSCADEN WALK,Apartment,10,CCR,Freehold,New Sale,1,2996907,-,764,Strata,16 to 20,3921,Oct-19
RV EDGE,SHANGHAI ROAD,Apartment,10,CCR,Freehold,Resale,1,1350000,-,904,Strata,06 to 10,1493,Oct-19
MARTIN MODERN,MARTIN PLACE,Condominium,9,CCR,99 yrs lease commencing from 2016,New Sale,1,1922800,-,764,Strata,01 to 05,2516,Oct-19
THREE THREE ROBIN,ROBIN ROAD,Apartment,10,CCR,Freehold,Resale,1,2750000,-,1367,Strata,06 to 10,2012,Oct-19
EURO-ASIA COURT,RIVER VALLEY CLOSE,Apartment,9,CCR,Freehold,Resale,1,2150000,-,1356,Strata,01 to 05,1585,Oct-19
BOULEVARD 88,ORCHARD BOULEVARD,Apartment,10,CCR,Freehold,New Sale,1,10248000,-,2799,Strata,01 to 05,3662,Oct-19
GILSTEAD TWO,GILSTEAD ROAD,Apartment,11,CCR,Freehold,Resale,1,1520000,-,775,Strata,16 to 20,1961,Oct-19
THE TESSARINA,WILBY ROAD,Condominium,10,CCR,Freehold,Resale,1,2160000,-,1313,Strata,01 to 05,1645,Oct-19
THE MARBELLA,MOUNT SINAI RISE,Condominium,10,CCR,Freehold,Resale,1,2640000,-,1475,Strata,06 to 10,1790,Oct-19
THE SPRINGS,MOULMEIN RISE,Apartment,11,CCR,Freehold,Resale,1,1580000,-,990,Strata,11 to 15,1595,Oct-19
STEVENS SUITES,STEVENS CLOSE,Apartment,10,CCR,Freehold,Resale,1,1960000,-,1130,Strata,01 to 05,1734,Oct-19
D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,Resale,1,4098000,-,2433,Strata,16 to 20,1685,Oct-19
THE ARCADIA,ARCADIA ROAD,Condominium,11,CCR,99 yrs lease commencing from 1979,Resale,1,3150000,-,3714,Strata,06 to 10,848,Oct-19
HAUS ON HANDY,HANDY ROAD,Condominium,9,CCR,99 yrs lease commencing from 2018,New Sale,1,2821600,-,969,Strata,11 to 15,2913,Oct-19
TRILIGHT,NEWTON ROAD,Condominium,11,CCR,Freehold,Resale,1,3838000,-,2099,Strata,16 to 20,1829,Oct-19
